sample,reaction,weight
PknJ_IND3,METabc,0.0
PknJ_IND3,MGt5,0.0
PknJ_IND3,MHPGLUT,1.0
PknJ_IND3,MI1PP,1.0
PknJ_IND3,MI1PS,1.0
PknJ_IND3,MI3PP,1.0
PknJ_IND3,MMCD,1.0
PknJ_IND3,MME,1.0
PknJ_IND3,MMM2r,0.0
PknJ_IND3,MMSAD1,0.0
PknJ_IND3,MMSAD2,0.0
PknJ_IND3,MN6PP,0.0
PknJ_IND3,MNDNS1,0.0
PknJ_IND3,MNDNS2,0.0
PknJ_IND3,MOHMT,1.0
PknJ_IND3,MPML,0.0
PknJ_IND3,MSHAMID,0.0
PknJ_IND3,MSHOXH,0.0
PknJ_IND3,MSHS,0.0
PknJ_IND3,MTAN,-1.0
PknJ_IND3,MTHFC,0.0
PknJ_IND3,MTHFD,0.0
PknJ_IND3,MTHFR2,0.0
PknJ_IND3,MTI,0.0
PknJ_IND3,MYC1CYC1,0.0
PknJ_IND3,MYC1CYC2,0.0
PknJ_IND3,MYC1CYC3,0.0
PknJ_IND3,MYC1CYC4,0.0
PknJ_IND3,MYC1CYC5,0.0
PknJ_IND3,MYC1M1,0.0
PknJ_IND3,MYC1M2,0.0
PknJ_IND3,MYC2CYC1,0.0
PknJ_IND3,MYC2CYC2,0.0
PknJ_IND3,MYC2CYC3,0.0
PknJ_IND3,MYCON1,1.0
PknJ_IND3,MYCON2,1.0
PknJ_IND3,MYCON3,1.0
PknJ_IND3,MYCON4,1.0
PknJ_IND3,MYCON5,1.0
PknJ_IND3,MYCSacp50,0.0
PknJ_IND3,MYCSacp56,0.0
PknJ_IND3,MYCSacp58,0.0
PknJ_IND3,MYCTR,0.0
PknJ_IND3,MYCTR2,0.0
PknJ_IND3,NADH10,0.0
PknJ_IND3,NADH2r,0.0
PknJ_IND3,NADH5,1.0
PknJ_IND3,NADH9,0.0
PknJ_IND3,NADK,0.0
PknJ_IND3,NADS2,0.0
PknJ_IND3,NADTRHD,0.0
PknJ_IND3,NAKtr,0.0
PknJ_IND3,NAPRTr,0.0
PknJ_IND3,NARK,0.0
PknJ_IND3,NAt3_1,-1.0
PknJ_IND3,NDPK1,0.0
PknJ_IND3,NDPK2,0.0
PknJ_IND3,NDPK3,0.0
PknJ_IND3,NDPK4,0.0
PknJ_IND3,NDPK5,0.0
PknJ_IND3,NDPK6,0.0
PknJ_IND3,NDPK7,0.0
PknJ_IND3,NDPK8,0.0
PknJ_IND3,NH4OHDs,0.0
PknJ_IND3,NH4t,-1.0
PknJ_IND3,NNAM,1.0
PknJ_IND3,NNAT,0.0
PknJ_IND3,NNDMBRT,0.0
PknJ_IND3,NNDPR,1.0
PknJ_IND3,NO,0.0
PknJ_IND3,NO3R1,1.0
PknJ_IND3,NO3R2,0.0
PknJ_IND3,NOt,0.0
PknJ_IND3,NPHS,0.0
PknJ_IND3,NTD1,0.0
PknJ_IND3,NTD10,0.0
PknJ_IND3,NTD11,0.0
PknJ_IND3,NTD2,0.0
PknJ_IND3,NTD3,0.0
PknJ_IND3,NTD4,0.0
PknJ_IND3,NTD5,0.0
PknJ_IND3,NTD6,0.0
PknJ_IND3,NTD7,0.0
PknJ_IND3,NTD8,0.0
PknJ_IND3,NTD9,0.0
PknJ_IND3,NTPP2,0.0
PknJ_IND3,NTPP3,0.0
PknJ_IND3,NTPP4,-1.0
PknJ_IND3,NTPP5,0.0
PknJ_IND3,NTPP7,0.0
PknJ_IND3,NTPP8,0.0
PknJ_IND3,NTPTP1,0.0
PknJ_IND3,NTPTP2,0.0
PknJ_IND3,NTRIR2x,-1.0
PknJ_IND3,NTRIRx,-1.0
PknJ_IND3,NTRIRy,-1.0
PknJ_IND3,O16RHAT,-1.0
PknJ_IND3,O2t,0.0
PknJ_IND3,OCBT,0.0
PknJ_IND3,OCDCAt2,0.0
PknJ_IND3,OCOAT1r,0.0
PknJ_IND3,OMCDC,0.0
PknJ_IND3,OMPDC,0.0
PknJ_IND3,OPAH,0.0
PknJ_IND3,ORNTA,0.0
PknJ_IND3,ORNTAC,0.0
PknJ_IND3,ORNt,-1.0
PknJ_IND3,ORPT,0.0
PknJ_IND3,OXACOAL,0.0
PknJ_IND3,OXCDC,0.0
PknJ_IND3,OXGDC,0.0
PknJ_IND3,P5CD,-1.0
PknJ_IND3,P5CR,0.0
PknJ_IND3,P5CRx,0.0
PknJ_IND3,PACt2r,0.0
PknJ_IND3,PANTS,0.0
PknJ_IND3,PAPA160,-1.0
PknJ_IND3,PAPPT1,0.0
PknJ_IND3,PAPPT2,0.0
PknJ_IND3,PAPPT3,0.0
PknJ_IND3,PAPR,0.0
PknJ_IND3,PATS,0.0
PknJ_IND3,PC,0.0
PknJ_IND3,PC11M,-1.0
PknJ_IND3,PC17M,0.0
PknJ_IND3,PC20M,0.0
PknJ_IND3,PC6AR,0.0
PknJ_IND3,PC6YM,0.0
PknJ_IND3,PC8XM,0.0
PknJ_IND3,PDE1,1.0
PknJ_IND3,PDE4,1.0
PknJ_IND3,PDH,0.0
PknJ_IND3,PDHa,0.0
PknJ_IND3,PDHbr,1.0
PknJ_IND3,PDHc,1.0
PknJ_IND3,PDIMAS,0.0
PknJ_IND3,PDIMAT,0.0
PknJ_IND3,PDX5PO,-1.0
PknJ_IND3,PEAMNO,0.0
PknJ_IND3,PEPCK_re,1.0
PknJ_IND3,PFK,1.0
PknJ_IND3,PFL,0.0
PknJ_IND3,PGAMT,0.0
PknJ_IND3,PGCD,0.0
PknJ_IND3,PGI,0.0
PknJ_IND3,PGK,0.0
PknJ_IND3,PGL,0.0
PknJ_IND3,PGLS,0.0
PknJ_IND3,PGLYCP,0.0
PknJ_IND3,PGM,0.0
PknJ_IND3,PGMT,0.0
PknJ_IND3,PGPP160,0.0
PknJ_IND3,PGPP160190,0.0
PknJ_IND3,PGPP190,0.0
PknJ_IND3,PGPPT3,0.0
PknJ_IND3,PGSA160,0.0
PknJ_IND3,PGSA160190,0.0
PknJ_IND3,PGSA190,0.0
PknJ_IND3,PHDCATA,0.0
PknJ_IND3,PHDCAt,0.0
PknJ_IND3,PHETA1,0.0
PknJ_IND3,PHEt2r,0.0
PknJ_IND3,PHTHDLS,0.0
PknJ_IND3,PHTHDLS2,0.0
PknJ_IND3,PHTHS,0.0
PknJ_IND3,PHTHS2,0.0
PknJ_IND3,PHYCBOXL,0.0
PknJ_IND3,PIabc,1.0
PknJ_IND3,PLCD,-1.0
PknJ_IND3,PLIPA1E160,0.0
PknJ_IND3,PLIPA1E180,0.0
PknJ_IND3,PMANM,0.0
PknJ_IND3,PMDPHT,0.0
PknJ_IND3,PMPK,0.0
PknJ_IND3,PNCDC,0.0
PknJ_IND3,PNTK,0.0
PknJ_IND3,PPA,0.0
PknJ_IND3,PPAtr,0.0
PknJ_IND3,PPBNGS,0.0
PknJ_IND3,PPCDC,1.0
PknJ_IND3,PPCOAC,0.0
PknJ_IND3,PPDIMAS,0.0
PknJ_IND3,PPDIMAT,0.0
PknJ_IND3,PPDK,0.0
PknJ_IND3,PPGKr,0.0
PknJ_IND3,PPK2,0.0
PknJ_IND3,PPNCL3,1.0
PknJ_IND3,PPND,0.0
PknJ_IND3,PPNDH,0.0
PknJ_IND3,PPPGO,0.0
PknJ_IND3,PPTGS,0.0
PknJ_IND3,PPTGS_TB1,0.0
PknJ_IND3,PPTGS_TB2,0.0
PknJ_IND3,PRAGSr,-1.0
PknJ_IND3,PRAIS,1.0
PknJ_IND3,PRAIi,0.0
PknJ_IND3,PRAMPC,0.0
PknJ_IND3,PRASCS,0.0
PknJ_IND3,PRATPP,-1.0
PknJ_IND3,PRDX,0.0
PknJ_IND3,PREPHACPH,0.0
PknJ_IND3,PREPPACPH,0.0
PknJ_IND3,PREPTHS,0.0
PknJ_IND3,PREPTHS2,0.0
PknJ_IND3,PREPTTA,0.0
PknJ_IND3,PRFGS,0.0
PknJ_IND3,PRMICIi,0.0
PknJ_IND3,PROD2,-1.0
PknJ_IND3,PROabc,0.0
PknJ_IND3,PROt2r,0.0
PknJ_IND3,PRPPS,0.0
PknJ_IND3,PSCVT,0.0
PknJ_IND3,PSD160,0.0
PknJ_IND3,PSERT,0.0
PknJ_IND3,PSP_L,0.0
PknJ_IND3,PSSA160,0.0
PknJ_IND3,PTAr,0.0
PknJ_IND3,PTPATi,-1.0
PknJ_IND3,PUNP1,0.0
PknJ_IND3,PUNP2,0.0
PknJ_IND3,PUNP3,0.0
PknJ_IND3,PUNP4,0.0
PknJ_IND3,PUNP5,0.0
PknJ_IND3,PUNP6,0.0
PknJ_IND3,PUNP7,0.0
PknJ_IND3,PYAM5PO,1.0
PknJ_IND3,PYDXNO,-1.0
PknJ_IND3,PYDXO,-1.0
PknJ_IND3,PYK,0.0
PknJ_IND3,PYRDC,0.0
PknJ_IND3,PYRt2r,0.0
PknJ_IND3,QRr,0.0
PknJ_IND3,QULNS,1.0
PknJ_IND3,R05217,0.0
PknJ_IND3,R05219,0.0
PknJ_IND3,R05224,0.0
PknJ_IND3,RBFK,0.0
PknJ_IND3,RBFSa,1.0
PknJ_IND3,RBFSb,0.0
PknJ_IND3,RBK,0.0
PknJ_IND3,RIBabc,0.0
PknJ_IND3,RNDR1,0.0
PknJ_IND3,RNDR2,0.0
PknJ_IND3,RNDR3,0.0
PknJ_IND3,RNDR4,0.0
PknJ_IND3,RNTR4,0.0
PknJ_IND3,RPE,0.0
PknJ_IND3,RPI,0.0
PknJ_IND3,RPPDIMAS,0.0
PknJ_IND3,RRPPDIMAS,-1.0
PknJ_IND3,RZ5PP,0.0
PknJ_IND3,SADH,0.0
PknJ_IND3,SADT,0.0
PknJ_IND3,SDPDS,0.0
PknJ_IND3,SDPTA,0.0
PknJ_IND3,SERAT,0.0
PknJ_IND3,SERD_D,-1.0
PknJ_IND3,SERD_L,-1.0
PknJ_IND3,SERt2r,0.0
PknJ_IND3,SGDS,0.0
PknJ_IND3,SGSAD,0.0
PknJ_IND3,SHCHD2,0.0
PknJ_IND3,SHCHD3,0.0
PknJ_IND3,SHCHF,0.0
PknJ_IND3,SHK3Dr,0.0
PknJ_IND3,SHKK,0.0
PknJ_IND3,SHSL1r,0.0
PknJ_IND3,SHSL4r,0.0
PknJ_IND3,SKMt2,0.0
PknJ_IND3,SOTA,0.0
PknJ_IND3,SPMS,-1.0
PknJ_IND3,SPODM,0.0
PknJ_IND3,SSALx,0.0
PknJ_IND3,SSALy,0.0
PknJ_IND3,SUCBZL,0.0
PknJ_IND3,SUCBZS,0.0
PknJ_IND3,SUCCt2r,0.0
PknJ_IND3,SUCD1i,0.0
PknJ_IND3,SUCOAS,0.0
PknJ_IND3,SULabc,-1.0
PknJ_IND3,TALA,0.0
PknJ_IND3,TARTD,0.0
PknJ_IND3,TARTRt7,0.0
PknJ_IND3,TATS,0.0
PknJ_IND3,TDMS1,0.0
PknJ_IND3,TDMS2,0.0
PknJ_IND3,TDMS3,0.0
PknJ_IND3,TDMS4,0.0
PknJ_IND3,TDPDRE,0.0
PknJ_IND3,TDPDRR,0.0
PknJ_IND3,TDPGDH,0.0
PknJ_IND3,THDPS,0.0
PknJ_IND3,THFGLUS,0.0
PknJ_IND3,THMDP,-1.0
PknJ_IND3,THRD_Lr,0.0
PknJ_IND3,THRS,0.0
PknJ_IND3,THRt2r,0.0
PknJ_IND3,THZPSN,0.0
PknJ_IND3,TKT1,1.0
PknJ_IND3,TKT2,1.0
PknJ_IND3,TMDK1,0.0
PknJ_IND3,TMDPP,0.0
PknJ_IND3,TMDS,0.0
PknJ_IND3,TMHAS1,0.0
PknJ_IND3,TMHAS2,0.0
PknJ_IND3,TMHAS3,0.0
PknJ_IND3,TMHAS4,0.0
PknJ_IND3,TMHAS5,0.0
PknJ_IND3,TMHAS6,0.0
PknJ_IND3,TMN,0.0
PknJ_IND3,TMPKr,0.0
PknJ_IND3,TMPPP,0.0
PknJ_IND3,TPI,0.0
PknJ_IND3,TRDR,0.0
PknJ_IND3,TRE6PP,1.0
PknJ_IND3,TRE6PS,0.0
PknJ_IND3,TRESULT,0.0
PknJ_IND3,TREabc,0.0
PknJ_IND3,TRIATS,0.0
PknJ_IND3,TRPS1,0.0
PknJ_IND3,TRPS2,0.0
PknJ_IND3,TRPS3,0.0
PknJ_IND3,TRPTA,0.0
PknJ_IND3,TRPt2r,0.0
PknJ_IND3,TSULabc,-1.0
PknJ_IND3,TTDCAt2,0.0
PknJ_IND3,TYRTA,0.0
PknJ_IND3,TYRt2r,0.0
PknJ_IND3,UAAGDS,1.0
PknJ_IND3,UAAGLS1,0.0
PknJ_IND3,UAAGLS2,0.0
PknJ_IND3,UAGCVT,0.0
PknJ_IND3,UAGDP,0.0
PknJ_IND3,UAGPT1,0.0
PknJ_IND3,UAGPT2,0.0
PknJ_IND3,UAGPT3,0.0
PknJ_IND3,UAMAGS,0.0
PknJ_IND3,UAMAS,0.0
PknJ_IND3,UAMRH,0.0
PknJ_IND3,UAPGR,0.0
PknJ_IND3,UDCPDP,1.0
PknJ_IND3,UDCPDPS,0.0
PknJ_IND3,UDPDPS,0.0
PknJ_IND3,UDPDPS2,0.0
PknJ_IND3,UDPG4E,0.0
PknJ_IND3,UDPGALM,0.0
PknJ_IND3,UDPGD,-1.0
PknJ_IND3,UGAGDS,1.0
PknJ_IND3,UGGPT3,0.0
PknJ_IND3,UGLDDS1,0.0
PknJ_IND3,UGLDDS2,0.0
PknJ_IND3,UGMAGS,0.0
PknJ_IND3,UGMAS,0.0
PknJ_IND3,UGMDDS,0.0
PknJ_IND3,UGMDDS2,0.0
PknJ_IND3,UMPK,0.0
PknJ_IND3,UPP3MT,0.0
PknJ_IND3,UPP3S,1.0
PknJ_IND3,UPPDC1,0.0
PknJ_IND3,UPPDC2,0.0
PknJ_IND3,UPPRT,0.0
PknJ_IND3,UREA,-1.0
PknJ_IND3,URIDK2r,0.0
PknJ_IND3,URIK2,0.0
PknJ_IND3,VALTA,0.0
PknJ_IND3,VALt2r,0.0
PknJ_IND3,XPPT,0.0
PknJ_IND3,XYLK,0.0
PknJ_IND3,YUMPS,0.0
PknJ_IND3,S7PI,0.0
PknJ_IND3,GMHEPK,-1.0
PknJ_IND3,HMEDS,1.0
PknJ_IND3,HMEDR,1.0
PknJ_IND3,FRTT,0.0
PknJ_IND3,2MCD,0.0
PknJ_IND3,2MCS,-1.0
PknJ_IND3,2MID,0.0
PknJ_IND3,2MIL,0.0
PknJ_IND3,Gln_LT,0.0
PknJ_IND3,TREP,0.0
PknJ_IND3,HDECH,0.0
PknJ_IND3,DTBTST,0.0
PknJ_IND3,IPDPUDCT,0.0
PknJ_IND3,ACHMSSH,0.0
PknJ_IND3,PDBL_1,0.0
PknJ_IND3,PDBL_2,0.0
PknJ_IND3,PDBL_3,0.0
PknJ_IND3,PDBL_4,0.0
PknJ_IND3,EX_ni2,0.0
PknJ_IND3,Ni2t,0.0
PknJ_IND3,EX_mn2,0.0
PknJ_IND3,Mn2t,-1.0
PknJ_IND3,2O4EH,0.0
PknJ_IND3,G6PDH,0.0
PknJ_IND3,2PLS,0.0
PknJ_IND3,LPPGS,0.0
PknJ_IND3,DMHDRFS,1.0
PknJ_IND3,LPFPLT,0.0
PknJ_IND3,GF4GL_0,0.0
PknJ_IND3,GF4GL_1,0.0
PknJ_IND3,MBP_1,-1.0
PknJ_IND3,FAD_1,0.0
PknJ_IND3,FAD_2,0.0
PknJ_IND3,FAD_3,0.0
PknJ_IND3,FAD_4,0.0
PknJ_IND3,FAD_5,0.0
PknJ_IND3,FAD_6,0.0
PknJ_IND3,FAD_7,0.0
PknJ_IND3,FAD_8,0.0
PknJ_IND3,FAD_9,0.0
PknJ_IND3,FAD_10,0.0
PknJ_IND3,FAD_11,0.0
PknJ_IND3,FAD_12,0.0
PknJ_IND3,FAD_13,0.0
PknJ_IND3,FAD_14,0.0
PknJ_IND3,FAD_15,0.0
PknJ_IND3,FAD_16,0.0
PknJ_IND3,FAD_17,0.0
PknJ_IND3,FAD_18,0.0
PknJ_IND3,FAD_19,0.0
PknJ_IND3,FAD_20,0.0
PknJ_IND3,FAD_21,0.0
PknJ_IND3,FAD_22,0.0
PknJ_IND3,FAD_23,0.0
PknJ_IND3,FAD_24,0.0
PknJ_IND3,FAD_25,0.0
PknJ_IND3,FAD_26,0.0
PknJ_IND3,FAD_27,0.0
PknJ_IND3,3HIBD,0.0
PknJ_IND3,ALDR,0.0
PknJ_IND3,AL4D,0.0
PknJ_IND3,MANT1,0.0
PknJ_IND3,ARABT,0.0
PknJ_IND3,HOAS,0.0
PknJ_IND3,SR1,0.0
PknJ_IND3,SR2,0.0
PknJ_IND3,MR,0.0
PknJ_IND3,GLYCS_I,0.0
PknJ_IND3,GLYCS_II,0.0
PknJ_IND3,LALDD,0.0
PknJ_IND3,CYST_II,0.0
PknJ_IND3,FUSA1,1.0
PknJ_IND3,ISCS,0.0
PknJ_IND3,GLYTRS,0.0
PknJ_IND3,SELCYSS,0.0
PknJ_IND3,TYRTRS,0.0
PknJ_IND3,biomass,0.0
PknJ_IND3,ECHA20,0.0
PknJ_IND3,CHOL1,0.0
PknJ_IND3,FADE282,0.0
PknJ_IND3,HOPNTAL2,0.0
PknJ_IND3,ECHA192,0.0
PknJ_IND3,HSA,0.0
PknJ_IND3,FADB3,1.0
PknJ_IND3,FADB2,1.0
PknJ_IND3,CHCD,0.0
PknJ_IND3,HDAD,0.0
PknJ_IND3,CHOD,1.0
PknJ_IND3,3HSA,0.0
PknJ_IND3,HSAC,0.0
PknJ_IND3,HSAE,0.0
PknJ_IND3,HIAA,0.0
PknJ_IND3,IPDAB,-1.0
PknJ_IND3,KSH,0.0
PknJ_IND3,ECHA193,-1.0
PknJ_IND3,CYP1,0.0
PknJ_IND3,HIPB,0.0
PknJ_IND3,HIPA,0.0
PknJ_IND3,CHOLCOA,-1.0
PknJ_IND3,ECHA191,0.0
PknJ_IND3,FADE30,-1.0
PknJ_IND3,CYP3,0.0
PknJ_IND3,CYP2,0.0
PknJ_IND3,PRCOA1,-1.0
PknJ_IND3,FADE281,0.0
PknJ_IND3,FADD3,-1.0
PknJ_IND3,KSTD,0.0
PknJ_IND3,FADD17,0.0
PknJ_IND3,FADE51,0.0
PknJ_IND3,FADE52,0.0
PknJ_IND3,HIAt,0.0
PknJ_IND3,MACCOAT,1.0
PknJ_IND3,ACCOAC,1.0
PknJ_IND3,CHSTEROLt,0.0
PknJ_IND3,EX_chsterol,0.0
PknJ_IND3,MOEA1,0.0
PknJ_IND3,MPTAT,0.0
PknJ_IND3,MOBA,0.0
PknJ_IND3,MOAE1,-1.0
PknJ_IND3,MOEB1,0.0
PknJ_IND3,MOBDabc,0.0
PknJ_IND3,MOBDabc_rev,0.0
PknJ_IND3,PHBADA,0.0
PknJ_IND3,PHBADB,-1.0
PknJ_IND3,PHBADC,-1.0
PknJ_IND3,PHBADD,0.0
PknJ_IND3,INO1,1.0
PknJ_IND3,NAGINSP,1.0
PknJ_IND3,NAGINS,0.0
PknJ_IND3,LAT,1.0
PknJ_IND3,KGD2,1.0
PknJ_IND3,ASPO6,1.0
PknJ_IND3,ECOAH12,1.0
PknJ_IND3,FADE233,1.0
PknJ_IND3,BKDC,1.0
PknJ_IND3,BKDA2,1.0
PknJ_IND3,3HBCOAHL,0.0
PknJ_IND3,AKGDa,0.0
PknJ_IND3,ACt2r,0.0
PknJ_IND3,EX_4hba,0.0
PknJ_IND3,4HBAt,0.0
PknJ_IND3,4ABZt,0.0
PknJ_IND3,CHLabc_rev,0.0
PknJ_IND3,GCALDD,0.0
PknJ_IND3,PYDXNtr,0.0
PknJ_IND3,EX_pydxn,0.0
PknJ_IND3,GLYALDDr,0.0
PknJ_IND3,FORt,0.0
PknJ_IND3,GLYCLTt,0.0
PknJ_IND3,EX_glyclt,0.0
PknJ_IND3,NO3t2,0.0
PknJ_IND3,ROSFE,0.0
PknJ_IND3,MNabc_rev,0.0
PknJ_IND3,COBC,0.0
PknJ_IND3,ADOCBLabc,0.0
PknJ_IND3,COB2,0.0
PknJ_IND3,CBL2OR,0.0
PknJ_IND3,DRBK,0.0
PknJ_IND3,5DOAN,0.0
PknJ_IND3,AKGt2r,0.0
PknJ_IND3,EX_co,0.0
PknJ_IND3,PHEMEt,0.0
PknJ_IND3,EX_pheme,0.0
PknJ_IND3,HEMEOS,1.0
PknJ_IND3,HEMEAS_1,0.0
PknJ_IND3,GSEALD,0.0
PknJ_IND3,CPPPGO2,0.0
PknJ_IND3,EX_hia,0.0
PknJ_IND3,L_LACDcm,1.0
PknJ_IND3,FPRA,1.0
PknJ_IND3,COCO2,-1.0
PknJ_IND3,ACALDt,0.0
PknJ_IND3,EX_acald,0.0
PknJ_IND3,NMO,1.0
PknJ_IND3,OCDCEAt,0.0
PknJ_IND3,EX_ocdcea,0.0
PknJ_IND3,UREAt,0.0
PknJ_IND3,PAPA1,0.0
PknJ_IND3,PAPA2,0.0
PknJ_IND3,MMPL8,0.0
PknJ_IND3,PKS2,0.0
PknJ_IND3,MAS3,1.0
PknJ_IND3,EX_gln_L,0.0
PknJ_IND3,SIRA2,0.0
PknJ_IND3,APSR,0.0
PknJ_IND3,SHSL2r,0.0
PknJ_IND3,CYSK2_I,0.0
PknJ_IND3,CYSM_I,0.0
PknJ_IND3,CYSM_II,0.0
PknJ_IND3,CYSO_I,1.0
PknJ_IND3,CYSO_II,1.0
PknJ_IND3,THMP,0.0
PknJ_IND3,VIUB,-1.0
PknJ_IND3,MBTK3,-1.0
PknJ_IND3,MBTG,-1.0
PknJ_IND3,MBTA3,-1.0
PknJ_IND3,ALCD2x,0.0
PknJ_IND3,ETOHt2r,0.0
PknJ_IND3,EX_etoh,0.0
PknJ_IND3,MTAP,-1.0
PknJ_IND3,PKS122,0.0
PknJ_IND3,PKS121,0.0
PknJ_IND3,ORNDC,0.0
PknJ_IND3,MBTA1,-1.0
PknJ_IND3,HACD9,0.0
PknJ_IND3,ECOAH9ir,1.0
PknJ_IND3,OIVD3,1.0
PknJ_IND3,BKDC1,1.0
PknJ_IND3,MAK,0.0
PknJ_IND3,GLGE,0.0
PknJ_IND3,TREY,-1.0
PknJ_IND3,GLGB,0.0
PknJ_IND3,GLGP,0.0
PknJ_IND3,AMYL2,0.0
PknJ_IND3,PYRD1,0.0
PknJ_IND3,SHCHCS3,0.0
PknJ_IND3,SEPHCHCS,0.0
PknJ_IND3,SALSYN,-1.0
PknJ_IND3,APRO,0.0
PknJ_IND3,AOBUTDs,0.0
PknJ_IND3,THRD,0.0
PknJ_IND3,EX_adocbl,0.0
PknJ_IND3,DMBI,0.0
PknJ_IND3,BARB,0.0
PknJ_IND3,HETZK,0.0
PknJ_IND3,PYDXNK,0.0
PknJ_IND3,EX_mobd,0.0
PknJ_IND3,TBSYNLDPS,0.0
PknJ_IND3,TBSNLS1,-1.0
PknJ_IND3,TBSNLS2,-1.0
PknJ_IND3,TBSNLS3,-1.0
PknJ_IND3,BKDA1,1.0
PknJ_IND3,BPNT2,1.0
PknJ_IND3,GLPD2,0.0
PknJ_IND3,G3PD1ir,0.0
PknJ_IND3,G3PT,0.0
PknJ_IND3,DHORD2,0.0
PknJ_IND3,PPAKr,0.0
PknJ_IND3,PTA2,0.0
PknJ_IND3,EMB,0.0
PknJ_IND3,BTNt,0.0
PknJ_IND3,EX_btn,0.0
PknJ_IND3,GXRA,1.0
PknJ_IND3,OPP,0.0
PknJ_IND3,HEXTT,0.0
PknJ_IND3,PPTTm,0.0
PknJ_IND3,GGTT,-1.0
PknJ_IND3,ACYP_2,0.0
PknJ_IND3,GTPDPDP,0.0
PknJ_IND3,PPGPPDP,0.0
PknJ_IND3,AKGDH,0.0
PknJ_IND3,EX_nodcoa,0.0
PknJ_IND3,NODCOAt,0.0
PknJ_IND3,EX_octscoa,0.0
PknJ_IND3,OCTSCOAt,0.0
PknJ_IND3,ATPM,0.0
PknJ_IND3,VPAMTr,-1.0
PknJ_IND3,EGTB,0.0
PknJ_IND3,EGTC,-1.0
PknJ_IND3,EGTE,0.0
PknJ_IND3,TMDS3,-1.0
PknJ_IND3,MHUD1,1.0
PknJ_IND3,OTSB1,1.0
PknJ_IND3,MYCOPP,1.0
PknJ_IND3,TMMYCO,0.0
PknJ_IND3,MYCOE,0.0
PknJ_IND3,PPM1,0.0
PknJ_IND3,PEPA,1.0
PknJ_IND3,NADDP,0.0
PknJ_IND3,NMNAT,0.0
PknJ_IND3,EGTD,-1.0
PknJ_IND3,ACONMT,-1.0
PknJ_IND3,MANPGH,-1.0
PknJ_IND3,EPH,1.0
PknJ_IND3,FBPA,0.0
PknJ_IND3,DGTP8DETOX,0.0
PknJ_IND3,DGTP8OXO,0.0
PknJ_IND3,GTP8OXO,0.0
PknJ_IND3,TAG,1.0
PknJ_IND3,LIPY,-1.0
PknJ_IND3,LIPW,1.0
PknJ_IND3,CHOLK,0.0
PknJ_IND3,PC_TBt,0.0
PknJ_IND3,BIRA,0.0
PknJ_IND3,ACCD3,0.0
PknJ_IND3,ACCA3,1.0
PknJ_IND3,GMHEPPA,-1.0
PknJ_IND3,ALCD19y,0.0
PknJ_IND3,EX_pc_TB,0.0
PknJ_IND3,DM_ergoth_c,0.0
PknJ_IND3,DM_tbsinol_c,0.0
PknJ_IND3,DM_isotbsinol__13S_c,0.0
PknJ_IND3,DM_isotbsinol__13R_c,0.0
PknJ_IND3,DM_psd5p_c,0.0
PknJ_IND3,DM_cpppg1_c,0.0
PknJ_IND3,DM_scys__L_c,0.0
PknJ_IND3,DM_gmhep1p_c,0.0
PknL_IND1,2AGPEAT160,0.0
PknL_IND1,2AGPEAT180,0.0
PknL_IND1,5DGLCNR,-1.0
PknL_IND1,AACPS10,0.0
PknL_IND1,AACPS11,0.0
PknL_IND1,AACPS3,0.0
PknL_IND1,ABTA,0.0
PknL_IND1,ACACT1r,1.0
PknL_IND1,ACALDi,0.0
PknL_IND1,ACBIPGT,0.0
PknL_IND1,ACCC,0.0
PknL_IND1,ACChex,0.0
PknL_IND1,ACGAMPM,0.0
PknL_IND1,ACGAMT,0.0
PknL_IND1,ACGK,0.0
PknL_IND1,ACGS,0.0
PknL_IND1,ACHBS,0.0
PknL_IND1,ACKr,0.0
PknL_IND1,ACLS,0.0
PknL_IND1,ACODA,0.0
PknL_IND1,ACONT,0.0
PknL_IND1,ACOTA,0.0
PknL_IND1,ACP1_FMN,0.0
PknL_IND1,ACPS1,0.0
PknL_IND1,ACS,0.0
PknL_IND1,ACS2,0.0
PknL_IND1,ACYSBMNt,0.0
PknL_IND1,ADA,0.0
PknL_IND1,ADCL,0.0
PknL_IND1,ADCPS1,-1.0
PknL_IND1,ADCPS2,0.0
PknL_IND1,ADCS,0.0
PknL_IND1,ADCYRS,0.0
PknL_IND1,ADK1,1.0
PknL_IND1,ADK2,1.0
PknL_IND1,ADMDCr,0.0
PknL_IND1,ADNCYC,0.0
PknL_IND1,ADNK1,1.0
PknL_IND1,ADNK3,1.0
PknL_IND1,ADNK4,1.0
PknL_IND1,ADOCBIK,0.0
PknL_IND1,ADOCBLS,0.0
PknL_IND1,ADPT,1.0
PknL_IND1,ADSK,0.0
PknL_IND1,ADSL1r,0.0
PknL_IND1,ADSL2r,0.0
PknL_IND1,ADSS,0.0
PknL_IND1,AFTA,0.0
PknL_IND1,AGDC,0.0
PknL_IND1,AGMT,0.0
PknL_IND1,AGPAT160,1.0
PknL_IND1,AGPAT160190,1.0
PknL_IND1,AGPAT190,1.0
PknL_IND1,AGPR,0.0
PknL_IND1,AHC,1.0
PknL_IND1,AHCYSNS,-1.0
PknL_IND1,AHMMPS,0.0
PknL_IND1,AICART,0.0
PknL_IND1,AIRCr,0.0
PknL_IND1,AKGDb,0.0
PknL_IND1,ALAALAD,0.0
PknL_IND1,ALAALAr,0.0
