,kinase,metabolite,total_genes,kinase_targets,metabolite_network_size,overlap,p-value,adjusted p-value
0,PknB,2agpe160_c,1011,26,34.0,2.0,0.05325275352658525,0.09080172222711785
1,PknB,atp_c,1011,26,35.0,1.0,0.22618492555310532,0.2647578650035176
2,PknB,hdca_c,1011,26,17.0,1.0,0.06826972214782967,0.10550198622411584
3,PknB,amp_c,1011,26,35.0,1.0,0.22618492555310532,0.2647578650035176
4,PknB,pe160_c,1011,26,34.0,2.0,0.05325275352658525,0.09080172222711785
5,PknB,ppi_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
6,PknB,2agpe180_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
7,PknB,ocdca_c,1011,26,17.0,1.0,0.06826972214782967,0.10550198622411584
8,PknB,pe180_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
9,PknB,h2o_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
10,PknB,pi_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
11,PknB,5dglcn_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
12,PknB,h_c,1011,26,8.0,0.0,0.18873729611385806,0.23353195084854553
13,PknB,nadph_c,1011,26,41.0,2.0,0.0842453976563145,0.12424546602778465
14,PknB,glcn_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
15,PknB,nadp_c,1011,26,41.0,2.0,0.0842453976563145,0.12424546602778465
16,PknB,ACP_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
17,PknB,mocdca_c,1011,26,25.0,1.0,0.13295700536151656,0.17438703029411684
18,PknB,mstrACP_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
19,PknB,4hbz_c,1011,26,27.0,1.0,0.15082695323053288,0.19290695799573473
20,PknB,4hbzACP_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
21,PknB,palmACP_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
22,PknB,4abut_c,1011,26,13.0,0.0,0.28876342057147747,0.31358639143670786
23,PknB,akg_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
24,PknB,glu__L_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
25,PknB,sucsal_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
26,PknB,acac_c,1011,26,14.0,0.0,0.30729263005558705,0.3313647161485423
27,PknB,accoa_c,1011,26,55.0,1.0,0.4187702968203302,0.42585363381566077
28,PknB,aacoa_c,1011,26,55.0,1.0,0.4187702968203302,0.42585363381566077
29,PknB,ac_c,1011,26,8.0,0.0,0.18873729611385806,0.23353195084854553
30,PknB,coa_c,1011,26,55.0,1.0,0.4187702968203302,0.42585363381566077
31,PknB,acald_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
32,PknB,nad_c,1011,26,40.0,2.0,0.07941395354206973,0.11873427061421063
33,PknB,nadh_c,1011,26,40.0,2.0,0.07941395354206973,0.11873427061421063
34,PknB,adocbip_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
35,PknB,gtp_c,1011,26,39.0,1.0,0.2651125211747795,0.2970852022899053
36,PknB,agdpcbi_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
37,PknB,co2_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
38,PknB,hexccoa_c,1011,26,61.0,2.0,0.203300776002904,0.24099557483180686
39,PknB,chexccoa_c,1011,26,62.0,2.0,0.21011254553124695,0.24751218182269177
40,PknB,hco3_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
41,PknB,adp_c,1011,26,35.0,1.0,0.22618492555310532,0.2647578650035176
42,PknB,malcoa_c,1011,26,56.0,1.0,0.42797627555100815,0.4349494124235297
43,PknB,hexc_c,1011,26,17.0,1.0,0.06826972214782967,0.10550198622411584
44,PknB,acgam6p_c,1011,26,19.0,2.0,0.011140678558749104,0.02708316658973243
45,PknB,acgam1p_c,1011,26,19.0,2.0,0.011140678558749104,0.02708316658973243
46,PknB,uacgam_c,1011,26,35.0,2.0,0.057263714379515385,0.09637299654427715
47,PknB,udcpp_c,1011,26,24.0,0.0,0.4687948878285638,0.4740675833953863
48,PknB,ump_c,1011,26,29.0,1.0,0.16917017565411144,0.21373823940094092
49,PknB,unaga_c,1011,26,31.0,2.0,0.04209689369030166,0.07553523894807813
50,PknB,acglu_c,1011,26,13.0,0.0,0.28876342057147747,0.31358639143670786
51,PknB,acg5p_c,1011,26,14.0,0.0,0.30729263005558705,0.3313647161485423
52,PknB,2obut_c,1011,26,16.0,1.0,0.0611898600264545,0.09765925004400416
53,PknB,pyr_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
54,PknB,2ahbut_c,1011,26,16.0,1.0,0.0611898600264545,0.09765925004400416
55,PknB,actp_c,1011,26,13.0,0.0,0.28876342057147747,0.31358639143670786
56,PknB,alac__S_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
57,PknB,acorn_c,1011,26,16.0,0.0,0.3429683724571867,0.3538900286520599
58,PknB,orn_c,1011,26,16.0,0.0,0.3429683724571867,0.3538900286520599
59,PknB,cit_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
60,PknB,icit_c,1011,26,13.0,0.0,0.28876342057147747,0.31358639143670786
61,PknB,acg5sa_c,1011,26,15.0,0.0,0.32535721543026613,0.3433249697766935
62,PknB,fmn_c,1011,26,42.0,1.0,0.29443549803803415,0.319054185454349
63,PknB,ribflv_c,1011,26,41.0,1.0,0.28466257780992504,0.3106202193902309
64,PknB,apoACP_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
65,PknB,pap_c,1011,26,45.0,1.0,0.3236738748731958,0.3433249697766935
66,PknB,ppa_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
67,PknB,ppcoa_c,1011,26,59.0,1.0,0.4551747741457203,0.4612758170160731
68,PknB,acysbmn_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
69,PknB,acysbmn_e,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
70,PknB,adn_c,1011,26,35.0,1.0,0.22618492555310532,0.2647578650035176
71,PknB,ins_c,1011,26,34.0,1.0,0.21653228491461446,0.2543840145318249
72,PknB,nh4_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
73,PknB,4adcho_c,1011,26,28.0,1.0,0.1599451422505205,0.20352575795743907
74,PknB,4abz_c,1011,26,29.0,1.0,0.16917017565411144,0.21373823940094092
75,PknB,adcobhex_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
76,PknB,appl_c,1011,26,19.0,1.0,0.08319512833395208,0.12304199477961497
77,PknB,adocbi_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
78,PknB,applp_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
79,PknB,chor_c,1011,26,26.0,1.0,0.14182696295710073,0.18318015922244926
80,PknB,gln__L_c,1011,26,11.0,0.0,0.25026501701052234,0.2888118489552513
81,PknB,adcobdam_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
82,PknB,pppi_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
83,PknB,gdp_c,1011,26,39.0,1.0,0.2651125211747795,0.2970852022899053
84,PknB,amet_c,1011,26,51.0,2.0,0.139047302557895,0.18111355775617227
85,PknB,ametam_c,1011,26,51.0,2.0,0.139047302557895,0.18111355775617227
86,PknB,camp_c,1011,26,35.0,1.0,0.22618492555310532,0.2647578650035176
87,PknB,dgtp_c,1011,26,43.0,1.0,0.3041988246723226,0.3288457831704701
88,PknB,dgdp_c,1011,26,42.0,1.0,0.29443549803803415,0.319054185454349
89,PknB,rdmbzi_c,1011,26,44.0,1.0,0.3139467820399692,0.3379558715088871
90,PknB,adocbl_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
91,PknB,gmp_c,1011,26,38.0,1.0,0.25534842901103444,0.2934904205378468
92,PknB,ade_c,1011,26,29.0,0.0,0.5352985728234859,0.5380481173107452
93,PknB,prpp_c,1011,26,20.0,1.0,0.09100748355151436,0.12715923598716364
94,PknB,aps_c,1011,26,42.0,1.0,0.29443549803803415,0.319054185454349
95,PknB,paps_c,1011,26,42.0,1.0,0.29443549803803415,0.319054185454349
96,PknB,dcamp_c,1011,26,35.0,1.0,0.22618492555310532,0.2647578650035176
97,PknB,fum_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
98,PknB,25aics_c,1011,26,32.0,1.0,0.19737967404551346,0.2345058508302648
99,PknB,aicar_c,1011,26,33.0,1.0,0.20692760659767162,0.24468453955506667
100,PknB,asp__L_c,1011,26,13.0,0.0,0.28876342057147747,0.31358639143670786
101,PknB,imp_c,1011,26,34.0,1.0,0.21653228491461446,0.2543840145318249
102,PknB,agalfragund_c,1011,26,50.0,2.0,0.13308507833532635,0.17444038373871248
103,PknB,arabinanagalfragund_c,1011,26,55.0,2.0,0.16380814768270935,0.20793758762063588
104,PknB,decda__tb_c,1011,26,33.0,1.0,0.20692760659767162,0.24468453955506667
105,PknB,galfragund_c,1011,26,42.0,2.0,0.08920417324774409,0.12715923598716364
106,PknB,decd__tb_c,1011,26,24.0,0.0,0.4687948878285638,0.4740675833953863
107,PknB,gam6p_c,1011,26,18.0,1.0,0.07561044941024647,0.1146467862061144
108,PknB,agm_c,1011,26,25.0,0.0,0.48278813293135775,0.48752661809723263
109,PknB,ptrc_c,1011,26,17.0,0.0,0.3601370381015216,0.3701511472969295
110,PknB,urea_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
111,PknB,1hdecg3p_c,1011,26,21.0,1.0,0.09903185818148175,0.13577935769352767
112,PknB,pa160_c,1011,26,23.0,1.0,0.11565701653657684,0.15482991616834835
113,PknB,pa160190_c,1011,26,31.0,1.0,0.18789766471876435,0.23353195084854553
114,PknB,1msg3p_c,1011,26,31.0,1.0,0.18789766471876435,0.23353195084854553
115,PknB,pa190190_c,1011,26,31.0,1.0,0.18789766471876435,0.23353195084854553
116,PknB,ahcys_c,1011,26,48.0,2.0,0.1214584902388312,0.16162076434447137
117,PknB,hcys__L_c,1011,26,28.0,1.0,0.1599451422505205,0.20352575795743907
118,PknB,rhcys_c,1011,26,36.0,2.0,0.06141751465427578,0.09765925004400416
119,PknB,air_c,1011,26,28.0,1.0,0.1599451422505205,0.20352575795743907
120,PknB,4ahmmp_c,1011,26,29.0,1.0,0.16917017565411144,0.21373823940094092
121,PknB,gcald_c,1011,26,279.0,6.0,0.6062244163821175,0.6074417344873025
122,PknB,10fthf_c,1011,26,54.0,1.0,0.40949894594259867,0.41685021221003005
123,PknB,fprica_c,1011,26,34.0,1.0,0.21653228491461446,0.2543840145318249
124,PknB,thf_c,1011,26,54.0,1.0,0.40949894594259867,0.41685021221003005
125,PknB,for_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
126,PknB,5aizc_c,1011,26,30.0,1.0,0.17849116336208934,0.22435035394882263
127,PknB,sdhlam_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
128,PknB,dhlam_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
129,PknB,succoa_c,1011,26,55.0,1.0,0.4187702968203302,0.42585363381566077
130,PknB,alaala_c,1011,26,16.0,0.0,0.3429683724571867,0.3538900286520599
131,PknB,ala__D_c,1011,26,15.0,0.0,0.32535721543026613,0.3433249697766935
132,PknB,ala__L_c,1011,26,14.0,0.0,0.30729263005558705,0.3313647161485423
133,PknB,ala__L_e,1011,26,14.0,0.0,0.30729263005558705,0.3313647161485423
134,PknB,h_e,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
135,PknB,fald_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
136,PknB,pacald_c,1011,26,29.0,1.0,0.16917017565411144,0.21373823940094092
137,PknB,pac_c,1011,26,30.0,1.0,0.17849116336208934,0.22435035394882263
138,PknB,8aonn_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
139,PknB,amob_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
140,PknB,dann_c,1011,26,30.0,1.0,0.17849116336208934,0.22435035394882263
141,PknB,ad_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
142,PknB,2dmmq8_c,1011,26,43.0,1.0,0.3041988246723226,0.3288457831704701
143,PknB,mql8_c,1011,26,47.0,1.0,0.3430448303103802,0.3538957418335326
144,PknB,mqn8_c,1011,26,47.0,1.0,0.3430448303103802,0.3538957418335326
145,PknB,cgly_c,1011,26,29.0,0.0,0.5352985728234859,0.5380481173107452
146,PknB,cys__L_c,1011,26,25.0,0.0,0.48278813293135775,0.48752661809723263
147,PknB,gly_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
148,PknB,anth_c,1011,26,27.0,1.0,0.15082695323053288,0.19290695799573473
149,PknB,pran_c,1011,26,31.0,1.0,0.18789766471876435,0.23353195084854553
150,PknB,pmcoa_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
151,PknB,ala__B_c,1011,26,14.0,0.0,0.30729263005558705,0.3313647161485423
152,PknB,5apru_c,1011,26,39.0,1.0,0.2651125211747795,0.2970852022899053
153,PknB,5aprbu_c,1011,26,39.0,1.0,0.2651125211747795,0.2970852022899053
154,PknB,arab__D_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
155,PknB,tarab__D_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
156,PknB,arachcoa_c,1011,26,60.0,2.0,0.19654887613087485,0.23388074207537035
157,PknB,arachACP_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
158,PknB,arab__L_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
159,PknB,arab__D_e,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
160,PknB,arab__L_e,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
161,PknB,arg__L_c,1011,26,24.0,0.0,0.4687948878285638,0.4740675833953863
162,PknB,citr__L_c,1011,26,19.0,0.0,0.3931893833668254,0.4024233459133338
163,PknB,argsuc_c,1011,26,23.0,0.0,0.45443799290501175,0.4607162910597335
164,PknB,arg__L_e,1011,26,25.0,0.0,0.48278813293135775,0.48752661809723263
165,PknB,aspsa_c,1011,26,15.0,1.0,0.05438843481008446,0.0925642188616376
166,PknB,4pasp_c,1011,26,14.0,1.0,0.04788369727804993,0.08349282773553385
167,PknB,asn__L_c,1011,26,16.0,0.0,0.3429683724571867,0.3538900286520599
168,PknB,asn__L_e,1011,26,16.0,0.0,0.3429683724571867,0.3538900286520599
169,PknB,cbp_c,1011,26,14.0,0.0,0.30729263005558705,0.3313647161485423
170,PknB,cbasp_c,1011,26,16.0,0.0,0.3429683724571867,0.3538900286520599
171,PknB,o2_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
172,PknB,h2o2_c,1011,26,16.0,0.0,0.3429683724571867,0.3538900286520599
173,PknB,oaa_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
174,PknB,iasp_c,1011,26,14.0,0.0,0.30729263005558705,0.3313647161485423
175,PknB,succ_c,1011,26,11.0,0.0,0.25026501701052234,0.2888118489552513
176,PknB,asp__L_e,1011,26,13.0,0.0,0.28876342057147747,0.31358639143670786
177,PknB,sucarg_c,1011,26,24.0,0.0,0.4687948878285638,0.4740675833953863
178,PknB,prbatp_c,1011,26,36.0,1.0,0.23587712619421297,0.2740139354461932
179,PknB,btn_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
180,PknB,btamp_c,1011,26,36.0,1.0,0.23587712619421297,0.2740139354461932
181,PknB,ala__B_e,1011,26,15.0,0.0,0.32535721543026613,0.3433249697766935
182,PknB,bhb_c,1011,26,14.0,0.0,0.30729263005558705,0.3313647161485423
183,PknB,betald_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
184,PknB,glyb_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
185,PknB,bmn_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
186,PknB,msh_c,1011,26,39.0,2.0,0.07471272398174796,0.11378971125636878
187,PknB,bmnmsh_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
188,PknB,bmn_e,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
189,PknB,dtbt_c,1011,26,29.0,1.0,0.16917017565411144,0.21373823940094092
190,PknB,s_c,1011,26,26.0,0.0,0.49642657973032817,0.5005898015265914
191,PknB,h2s_c,1011,26,24.0,0.0,0.4687948878285638,0.4740675833953863
192,PknB,ca2_c,1011,26,9.0,0.0,0.20976703719166426,0.24719270647925487
193,PknB,ca2_e,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
194,PknB,cbi_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
195,PknB,cbl1_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
196,PknB,cdpdhdecg_c,1011,26,39.0,2.0,0.07471272398174796,0.11378971125636878
197,PknB,cmp_c,1011,26,33.0,1.0,0.20692760659767162,0.24468453955506667
198,PknB,cdpc16c19g_c,1011,26,47.0,2.0,0.11580096666253628,0.15496026378279862
199,PknB,cdpc19c19g_c,1011,26,47.0,2.0,0.11580096666253628,0.15496026378279862
200,PknB,4c2me_c,1011,26,35.0,1.0,0.22618492555310532,0.2647578650035176
201,PknB,2p4c2me_c,1011,26,36.0,1.0,0.23587712619421297,0.2740139354461932
202,PknB,inost_c,1011,26,19.0,1.0,0.08319512833395208,0.12304199477961497
203,PknB,ptd1ino160_c,1011,26,30.0,2.0,0.038676347742419834,0.07043176569229315
204,PknB,ptd1ino160190_c,1011,26,38.0,2.0,0.07014448697363117,0.10786471186391973
205,PknB,chol_e,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
206,PknB,chol_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
207,PknB,pphn_c,1011,26,26.0,1.0,0.14182696295710073,0.18318015922244926
208,PknB,3psme_c,1011,26,25.0,1.0,0.13295700536151656,0.17438703029411684
209,PknB,igam_c,1011,26,26.0,2.0,0.026517514214506068,0.05504259398102549
210,PknB,cigam_c,1011,26,38.0,2.0,0.07014448697363117,0.10786471186391973
211,PknB,cit_e,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
212,PknB,pg160190_c,1011,26,35.0,1.0,0.22618492555310532,0.2647578650035176
213,PknB,clpn160190_c,1011,26,36.0,1.0,0.23587712619421297,0.2740139354461932
214,PknB,glyc_c,1011,26,17.0,0.0,0.3601370381015216,0.3701511472969295
215,PknB,cmcbtt_c,1011,26,59.0,4.0,0.014540262873526232,0.03386506965642749
216,PknB,fe3_e,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
217,PknB,fcmcbtt_c,1011,26,62.0,4.0,0.01781661016756882,0.03953085137224029
218,PknB,fe3_c,1011,26,15.0,0.0,0.32535721543026613,0.3433249697766935
219,PknB,2c25dho_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
220,PknB,5odhf2a_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
221,PknB,co2_e,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
222,PknB,coa_e,1011,26,55.0,1.0,0.4187702968203302,0.42585363381566077
223,PknB,cobalt2_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
224,PknB,cobalt2_e,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
225,PknB,hgbam_c,1011,26,30.0,0.0,0.5476022765980169,0.5502487636375561
226,PknB,co2dam_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
227,PknB,co_c,1011,26,15.0,0.0,0.32535721543026613,0.3433249697766935
228,PknB,co_e,1011,26,15.0,0.0,0.32535721543026613,0.3433249697766935
229,PknB,codhpre6_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
230,PknB,copre6_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
231,PknB,cpppg3_c,1011,26,17.0,0.0,0.3601370381015216,0.3701511472969295
232,PknB,pppg9_c,1011,26,18.0,0.0,0.37687389625983175,0.38643804424875383
233,PknB,crn_e,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
234,PknB,crn_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
235,PknB,utp_c,1011,26,32.0,1.0,0.19737967404551346,0.2345058508302648
236,PknB,ctp_c,1011,26,33.0,1.0,0.20692760659767162,0.24468453955506667
237,PknB,cyan_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
238,PknB,tsul_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
239,PknB,so3_c,1011,26,23.0,0.0,0.45443799290501175,0.4607162910597335
240,PknB,tcynt_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
241,PknB,ficytc_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
242,PknB,qh2_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
243,PknB,focytc_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
244,PknB,q_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
245,PknB,co1dam_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
246,PknB,acser_c,1011,26,20.0,1.0,0.09100748355151436,0.12715923598716364
247,PknB,cyst__L_c,1011,26,29.0,1.0,0.16917017565411144,0.21373823940094092
248,PknB,ser__L_c,1011,26,19.0,1.0,0.08319512833395208,0.12304199477961497
249,PknB,q8h2_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
250,PknB,q8_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
251,PknB,cytd_c,1011,26,33.0,1.0,0.20692760659767162,0.24468453955506667
252,PknB,uri_c,1011,26,29.0,1.0,0.16917017565411144,0.21373823940094092
253,PknB,cytd_e,1011,26,33.0,1.0,0.20692760659767162,0.24468453955506667
254,PknB,cdp_c,1011,26,33.0,1.0,0.20692760659767162,0.24468453955506667
255,PknB,dcmp_c,1011,26,36.0,1.0,0.23587712619421297,0.2740139354461932
256,PknB,dcdp_c,1011,26,36.0,1.0,0.23587712619421297,0.2740139354461932
257,PknB,cl_e,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
258,PknB,cl_c,1011,26,13.0,0.0,0.28876342057147747,0.31358639143670786
259,PknB,cu2_e,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
260,PknB,cu2_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
261,PknB,dad__2_c,1011,26,36.0,1.0,0.23587712619421297,0.2740139354461932
262,PknB,din_c,1011,26,35.0,1.0,0.22618492555310532,0.2647578650035176
263,PknB,damp_c,1011,26,36.0,1.0,0.23587712619421297,0.2740139354461932
264,PknB,dadp_c,1011,26,36.0,1.0,0.23587712619421297,0.2740139354461932
265,PknB,12dgr160_c,1011,26,24.0,1.0,0.12422940966330848,0.16503702047112678
266,PknB,ala__D_e,1011,26,16.0,0.0,0.3429683724571867,0.3538900286520599
267,PknB,26dap__M_c,1011,26,20.0,1.0,0.09100748355151436,0.12715923598716364
268,PknB,lys__L_c,1011,26,21.0,1.0,0.09903185818148175,0.13577935769352767
269,PknB,26dap__LL_c,1011,26,19.0,1.0,0.08319512833395208,0.12304199477961497
270,PknB,ru5p__D_c,1011,26,17.0,1.0,0.06826972214782967,0.10550198622411584
271,PknB,db4p_c,1011,26,18.0,1.0,0.07561044941024647,0.1146467862061144
272,PknB,decdp__tb_c,1011,26,23.0,0.0,0.45443799290501175,0.4607162910597335
273,PknB,decdpr__tb_c,1011,26,30.0,1.0,0.17849116336208934,0.22435035394882263
274,PknB,decdr__tb_c,1011,26,31.0,1.0,0.18789766471876435,0.23353195084854553
275,PknB,frdp_c,1011,26,23.0,0.0,0.45443799290501175,0.4607162910597335
276,PknB,ipdp_c,1011,26,22.0,0.0,0.43970838523681877,0.44655435887488054
277,PknB,dctp_c,1011,26,36.0,1.0,0.23587712619421297,0.2740139354461932
278,PknB,dutp_c,1011,26,33.0,1.0,0.20692760659767162,0.24468453955506667
279,PknB,dcyt_c,1011,26,36.0,1.0,0.23587712619421297,0.2740139354461932
280,PknB,duri_c,1011,26,32.0,1.0,0.19737967404551346,0.2345058508302648
281,PknB,e4p_c,1011,26,19.0,1.0,0.08319512833395208,0.12304199477961497
282,PknB,pep_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
283,PknB,2dda7p_c,1011,26,20.0,1.0,0.09100748355151436,0.12715923598716364
284,PknB,pmtcoa_c,1011,26,60.0,2.0,0.19654887613087485,0.23388074207537035
285,PknB,hdcoa_c,1011,26,60.0,2.0,0.19654887613087485,0.23388074207537035
286,PknB,stcoa_c,1011,26,60.0,2.0,0.19654887613087485,0.23388074207537035
287,PknB,odecoa_c,1011,26,60.0,2.0,0.19654887613087485,0.23388074207537035
288,PknB,2dglcn_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
289,PknB,3ddgc_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
290,PknB,dgmp_c,1011,26,42.0,1.0,0.29443549803803415,0.319054185454349
291,PknB,23dhmb_c,1011,26,13.0,0.0,0.28876342057147747,0.31358639143670786
292,PknB,3mob_c,1011,26,14.0,0.0,0.30729263005558705,0.3313647161485423
293,PknB,23dhmp_c,1011,26,17.0,1.0,0.06826972214782967,0.10550198622411584
294,PknB,3mop_c,1011,26,18.0,1.0,0.07561044941024647,0.1146467862061144
295,PknB,23dhdp_c,1011,26,16.0,1.0,0.0611898600264545,0.09765925004400416
296,PknB,thdp_c,1011,26,17.0,1.0,0.06826972214782967,0.10550198622411584
297,PknB,dhf_c,1011,26,54.0,1.0,0.40949894594259867,0.41685021221003005
298,PknB,dhpt_c,1011,26,53.0,1.0,0.40016521191319465,0.409353097057573
299,PknB,dhna_c,1011,26,33.0,1.0,0.20692760659767162,0.24468453955506667
300,PknB,octdp_c,1011,26,25.0,0.0,0.48278813293135775,0.48752661809723263
301,PknB,dhnpt_c,1011,26,40.0,1.0,0.2748861299975538,0.3013360695711321
302,PknB,2ahhmp_c,1011,26,41.0,1.0,0.28466257780992504,0.3106202193902309
303,PknB,6hmhpt_c,1011,26,41.0,1.0,0.28466257780992504,0.3106202193902309
304,PknB,dhor__S_c,1011,26,17.0,0.0,0.3601370381015216,0.3701511472969295
305,PknB,orot_c,1011,26,18.0,0.0,0.37687389625983175,0.38643804424875383
306,PknB,25dhpp_c,1011,26,39.0,1.0,0.2651125211747795,0.2970852022899053
307,PknB,25drapp_c,1011,26,39.0,1.0,0.2651125211747795,0.2970852022899053
308,PknB,6hmhptpp_c,1011,26,42.0,1.0,0.29443549803803415,0.319054185454349
309,PknB,3dhq_c,1011,26,21.0,1.0,0.09903185818148175,0.13577935769352767
310,PknB,3dhsk_c,1011,26,22.0,1.0,0.10725319473418467,0.14474467659866977
311,PknB,dmpp_c,1011,26,22.0,0.0,0.43970838523681877,0.44655435887488054
312,PknB,grdp_c,1011,26,22.0,0.0,0.43970838523681877,0.44655435887488054
313,PknB,h2mb4p_c,1011,26,22.0,0.0,0.43970838523681877,0.44655435887488054
314,PknB,dhpmp_c,1011,26,40.0,1.0,0.2748861299975538,0.3013360695711321
315,PknB,ahdt_c,1011,26,40.0,1.0,0.2748861299975538,0.3013360695711321
316,PknB,dpcoa_c,1011,26,54.0,1.0,0.40949894594259867,0.41685021221003005
317,PknB,decdp_c,1011,26,23.0,0.0,0.45443799290501175,0.4607162910597335
318,PknB,2dhp_c,1011,26,15.0,0.0,0.32535721543026613,0.3433249697766935
319,PknB,pant__R_c,1011,26,16.0,0.0,0.3429683724571867,0.3538900286520599
