,kinase,metabolite,total_genes,kinase_targets,metabolite_network_size,overlap,p-value,adjusted p-value
794,PknB,f420_2h2_c,1011,26,58.0,1.0,0.44618106232112453,0.452935696855904
795,PknB,2plac__L_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
796,PknB,lppg_c,1011,26,39.0,1.0,0.2651125211747795,0.2970852022899053
797,PknB,ddhrb_c,1011,26,52.0,1.0,0.3907722723469389,0.4002367896164255
798,PknB,f420_0_c,1011,26,54.0,1.0,0.40949894594259867,0.41685021221003005
799,PknB,f420_1_c,1011,26,54.0,1.0,0.40949894594259867,0.41685021221003005
800,PknB,cpmp_c,1011,26,41.0,1.0,0.28466257780992504,0.3106202193902309
801,PknB,moco_c,1011,26,58.0,1.0,0.44618106232112453,0.452935696855904
802,PknB,octscoa_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
803,PknB,hexscoa_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
804,PknB,tetscoa_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
805,PknB,doscoa_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
806,PknB,eiscoa_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
807,PknB,octdcoa_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
808,PknB,hexdcoa_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
809,PknB,dodcoa_c,1011,26,60.0,2.0,0.19654887613087485,0.23388074207537035
810,PknB,decoa_c,1011,26,60.0,2.0,0.19654887613087485,0.23388074207537035
811,PknB,hexcoa_c,1011,26,60.0,2.0,0.19654887613087485,0.23388074207537035
812,PknB,butcoa_c,1011,26,60.0,2.0,0.19654887613087485,0.23388074207537035
813,PknB,c5tetdcoa_c,1011,26,60.0,2.0,0.19654887613087485,0.23388074207537035
814,PknB,c3dodcoa_c,1011,26,60.0,2.0,0.19654887613087485,0.23388074207537035
815,PknB,t2dodcoa_c,1011,26,60.0,2.0,0.19654887613087485,0.23388074207537035
816,PknB,d2hdodcoa_c,1011,26,60.0,2.0,0.19654887613087485,0.23388074207537035
817,PknB,nodcoa_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
818,PknB,hepdcoa_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
819,PknB,pentdcoa_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
820,PknB,trdcalcoa_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
821,PknB,undcoa_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
822,PknB,nndccoa_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
823,PknB,hepcoa_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
824,PknB,ptcoa_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
825,PknB,3hmp_c,1011,26,19.0,0.0,0.3931893833668254,0.4024233459133338
826,PknB,arabl__D_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
827,PknB,LM_c,1011,26,46.0,2.0,0.11025179143609837,0.14841015356518233
828,PknB,LAM_c,1011,26,53.0,2.0,0.1512523134074209,0.19335187495914702
829,PknB,hoa_c,1011,26,14.0,0.0,0.30729263005558705,0.3313647161485423
830,PknB,hla_c,1011,26,14.0,0.0,0.30729263005558705,0.3313647161485423
831,PknB,mthgxl_c,1011,26,16.0,0.0,0.3429683724571867,0.3538900286520599
832,PknB,lald__L_c,1011,26,17.0,0.0,0.3601370381015216,0.3701511472969295
833,PknB,lgt__s_c,1011,26,29.0,0.0,0.5352985728234859,0.5380481173107452
834,PknB,alatrna_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
835,PknB,argtrna_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
836,PknB,asntrna_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
837,PknB,asptrna_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
838,PknB,cystrna_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
839,PknB,fmettrna_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
840,PknB,glntrna_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
841,PknB,trnagly_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
842,PknB,glytrna_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
843,PknB,histrna_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
844,PknB,iletrna_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
845,PknB,leutrna_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
846,PknB,lystrna_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
847,PknB,trnaphe_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
848,PknB,trnapro_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
849,PknB,selnp_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
850,PknB,sertrna[sec]_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
851,PknB,sectrna_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
852,PknB,sertrna_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
853,PknB,trnathr_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
854,PknB,trnatrp_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
855,PknB,trnatyr_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
856,PknB,tyrtrna_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
857,PknB,valtrna_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
858,PknB,hipecoa_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
859,PknB,hipohcoa_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
860,PknB,chsterol_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
861,PknB,chol4en3one_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
862,PknB,cholenec3coa_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
863,PknB,cholc3coa_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
864,PknB,4hoxoh_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
865,PknB,hcholc5coa_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
866,PknB,cholenec5coa_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
867,PknB,3hsa_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
868,PknB,34dhsa_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
869,PknB,ocholc5coa_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
870,PknB,hcholc8coa_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
871,PknB,ocholc8coa_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
872,PknB,hipocoa_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
873,PknB,49dsha_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
874,PknB,hhd_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
875,PknB,hip_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
876,PknB,9ohadd_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
877,PknB,hia_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
878,PknB,5ohhip_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
879,PknB,5ohhipcoa_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
880,PknB,andrs14dn317dn_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
881,PknB,hcholc3coa_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
882,PknB,hchol_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
883,PknB,hipcoa_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
884,PknB,cholc5coa_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
885,PknB,cholenec8coa_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
886,PknB,cchol_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
887,PknB,ochol_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
888,PknB,andrstndn_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
889,PknB,cholc8coa_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
890,PknB,hia_e,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
891,PknB,2maacoa_c,1011,26,59.0,1.0,0.4551747741457203,0.4612758170160731
892,PknB,chsterol_e,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
893,PknB,mptamp_c,1011,26,56.0,1.0,0.42797627555100815,0.4349494124235297
894,PknB,mobd_c,1011,26,15.0,0.0,0.32535721543026613,0.3433249697766935
895,PknB,mpt_c,1011,26,54.0,1.0,0.40949894594259867,0.41685021221003005
896,PknB,mocogdp_c,1011,26,55.0,1.0,0.4187702968203302,0.42585363381566077
897,PknB,moadcosh_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
898,PknB,moadcoo_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
899,PknB,mobd_e,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
900,PknB,phbz1_c,1011,26,41.0,1.0,0.28466257780992504,0.3106202193902309
901,PknB,phbz1g_c,1011,26,46.0,1.0,0.3333748786657912,0.34520453300317455
902,PknB,phbz2_c,1011,26,46.0,1.0,0.3333748786657912,0.34520453300317455
903,PknB,iacgam3p_c,1011,26,25.0,2.0,0.023862059133915366,0.05011434136289465
904,PknB,L2aadp6sa_c,1011,26,22.0,1.0,0.10725319473418467,0.14474467659866977
905,PknB,2mp2coa_c,1011,26,59.0,1.0,0.4551747741457203,0.4612758170160731
906,PknB,3hibutcoa_c,1011,26,59.0,1.0,0.4551747741457203,0.4612758170160731
907,PknB,ibcoa_c,1011,26,58.0,1.0,0.44618106232112453,0.452935696855904
908,PknB,2mpdhl_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
909,PknB,4hba_e,1011,26,279.0,6.0,0.6062244163821175,0.6074417344873025
910,PknB,pydxn_e,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
911,PknB,glyald_c,1011,26,18.0,1.0,0.07561044941024647,0.1146467862061144
912,PknB,glyclt_e,1011,26,279.0,6.0,0.6062244163821175,0.6074417344873025
913,PknB,oh1_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
914,PknB,adocbl_e,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
915,PknB,cbl2_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
916,PknB,aqcobal_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
917,PknB,drib_c,1011,26,40.0,1.0,0.2748861299975538,0.3013360695711321
918,PknB,pheme_e,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
919,PknB,hemeO_c,1011,26,35.0,0.0,0.6045684385819465,0.6060866918179634
920,PknB,hemeA_c,1011,26,46.0,0.0,0.7066350121469307,0.7070600983784208
921,PknB,acald_e,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
922,PknB,ocdcea_e,1011,26,17.0,1.0,0.06826972214782967,0.10550198622411584
923,PknB,sl1278_c,1011,26,44.0,2.0,0.0994917199517445,0.13633493960159412
924,PknB,hphthiocnylcoa_c,1011,26,68.0,2.0,0.2520519574576457,0.2904428606011528
925,PknB,sl659_c,1011,26,33.0,2.0,0.04938671948706109,0.08533231656524752
926,PknB,hdcaMAS_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
927,PknB,mas_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
928,PknB,scys__L_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
929,PknB,cysOsh_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
930,PknB,cysOcys__L_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
931,PknB,cysO_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
932,PknB,cysOamp_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
933,PknB,n6hlysmal_c,1011,26,25.0,1.0,0.13295700536151656,0.17438703029411684
934,PknB,n6hlys_c,1011,26,22.0,1.0,0.10725319473418467,0.14474467659866977
935,PknB,mcbtm_c,1011,26,53.0,2.0,0.1512523134074209,0.19335187495914702
936,PknB,etoh_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
937,PknB,etoh_e,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
938,PknB,5mdr1p_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
939,PknB,pmtri_c,1011,26,28.0,1.0,0.1599451422505205,0.20352575795743907
940,PknB,pmtricoa_c,1011,26,67.0,2.0,0.2449513570463874,0.28379551234303996
941,PknB,3hmbcoa_c,1011,26,62.0,2.0,0.21011254553124695,0.24751218182269177
942,PknB,2mb2coa_c,1011,26,62.0,2.0,0.21011254553124695,0.24751218182269177
943,PknB,2mbcoa_c,1011,26,61.0,2.0,0.203300776002904,0.24099557483180686
944,PknB,2mbdhl_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
945,PknB,malt1p_c,1011,26,21.0,1.0,0.09903185818148175,0.13577935769352767
946,PknB,14glucan_c,1011,26,19.0,1.0,0.08319512833395208,0.12304199477961497
947,PknB,2sephchc_c,1011,26,28.0,1.0,0.1599451422505205,0.20352575795743907
948,PknB,aact_c,1011,26,19.0,1.0,0.08319512833395208,0.12304199477961497
949,PknB,2aobut_c,1011,26,19.0,1.0,0.08319512833395208,0.12304199477961497
950,PknB,barb_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
951,PknB,tbsinyldp_c,1011,26,24.0,0.0,0.4687948878285638,0.4740675833953863
952,PknB,tbsinol_c,1011,26,25.0,0.0,0.48278813293135775,0.48752661809723263
953,PknB,isotbsinol__13S_c,1011,26,25.0,0.0,0.48278813293135775,0.48752661809723263
954,PknB,isotbsinol__13R_c,1011,26,25.0,0.0,0.48278813293135775,0.48752661809723263
955,PknB,hercyn_c,1011,26,39.0,1.0,0.2651125211747795,0.2970852022899053
956,PknB,ergoth_c,1011,26,53.0,1.0,0.40016521191319465,0.409353097057573
957,PknB,ppap_c,1011,26,19.0,0.0,0.3931893833668254,0.4024233459133338
958,PknB,btn_e,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
959,PknB,hepdp_c,1011,26,25.0,0.0,0.48278813293135775,0.48752661809723263
960,PknB,hexdp_c,1011,26,24.0,0.0,0.4687948878285638,0.4740675833953863
961,PknB,pendp_c,1011,26,24.0,0.0,0.4687948878285638,0.4740675833953863
962,PknB,ppgpp_c,1011,26,40.0,1.0,0.2748861299975538,0.3013360695711321
963,PknB,nodcoa_e,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
964,PknB,octscoa_e,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
965,PknB,rbzn_c,1011,26,35.0,1.0,0.22618492555310532,0.2647578650035176
966,PknB,gluhercyso_c,1011,26,51.0,1.0,0.38132350062242226,0.39075968130319066
967,PknB,hercyso_c,1011,26,52.0,1.0,0.3907722723469389,0.4002367896164255
968,PknB,c78mycolatepp_c,1011,26,49.0,2.0,0.1272209956287455,0.16744676741153394
969,PknB,mycobilin_c,1011,26,21.0,0.0,0.42459678566851766,0.4316467272050328
970,PknB,tre6mmp_c,1011,26,42.0,2.0,0.08920417324774409,0.12715923598716364
971,PknB,tre6mm_c,1011,26,42.0,2.0,0.08920417324774409,0.12715923598716364
972,PknB,ppm_c,1011,26,29.0,1.0,0.16917017565411144,0.21373823940094092
973,PknB,c78mycolateACP_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
974,PknB,mmycolate87_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
975,PknB,amycolate82_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
976,PknB,malt6p_c,1011,26,21.0,1.0,0.09903185818148175,0.13577935769352767
977,PknB,nmn_c,1011,26,28.0,2.0,0.0322904959706947,0.06450343270366957
978,PknB,acon_T_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
979,PknB,aconm_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
980,PknB,man6pglyc_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
981,PknB,dhocdc_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
982,PknB,epox_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
983,PknB,8oxdgtp_c,1011,26,43.0,1.0,0.3041988246723226,0.3288457831704701
984,PknB,8oxdgmp_c,1011,26,43.0,1.0,0.3041988246723226,0.3288457831704701
985,PknB,8oxgtp_c,1011,26,39.0,1.0,0.2651125211747795,0.2970852022899053
986,PknB,ptdcacoa_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
987,PknB,12dgr_TB_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
988,PknB,tag_TB_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
989,PknB,ptdca_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
990,PknB,nondca_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
991,PknB,pc_TB_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
992,PknB,cholp_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
993,PknB,pc_TB_e,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
994,PknB,accb_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
995,PknB,bccp_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
996,PknB,bccpco2_c,1011,26,12.0,0.0,0.26975812656824866,0.2970852022899053
997,PknB,gmhep1p_c,1011,26,22.0,1.0,0.10725319473418467,0.14474467659866977
998,PknD,2agpe160_c,1011,80,34.0,5.0,0.045439830449487115,0.08006523797420222
999,PknD,atp_c,1011,80,35.0,4.0,0.13602572632912482,0.17740940260907812
1000,PknD,hdca_c,1011,80,17.0,4.0,0.007945915662169005,0.02160348489684625
1001,PknD,amp_c,1011,80,35.0,4.0,0.13602572632912482,0.17740940260907812
1002,PknD,pe160_c,1011,80,34.0,5.0,0.045439830449487115,0.08006523797420222
1003,PknD,ppi_c,1011,80,12.0,2.0,0.062362965985013875,0.09765925004400416
1004,PknD,2agpe180_c,1011,80,12.0,2.0,0.062362965985013875,0.09765925004400416
1005,PknD,ocdca_c,1011,80,17.0,4.0,0.007945915662169005,0.02160348489684625
1006,PknD,pe180_c,1011,80,12.0,2.0,0.062362965985013875,0.09765925004400416
1007,PknD,h2o_c,1011,80,12.0,2.0,0.062362965985013875,0.09765925004400416
1008,PknD,pi_c,1011,80,12.0,2.0,0.062362965985013875,0.09765925004400416
1009,PknD,5dglcn_c,1011,80,12.0,2.0,0.062362965985013875,0.09765925004400416
1010,PknD,h_c,1011,80,8.0,1.0,0.12679931349279328,0.16744676741153394
1011,PknD,nadph_c,1011,80,41.0,5.0,0.09758279625540997,0.13446271298087348
1012,PknD,glcn_c,1011,80,12.0,2.0,0.062362965985013875,0.09765925004400416
1013,PknD,nadp_c,1011,80,41.0,5.0,0.09758279625540997,0.13446271298087348
1014,PknD,ACP_c,1011,80,12.0,2.0,0.062362965985013875,0.09765925004400416
1015,PknD,mocdca_c,1011,80,25.0,4.0,0.041279830985339036,0.07437673104056391
1016,PknD,mstrACP_c,1011,80,12.0,2.0,0.062362965985013875,0.09765925004400416
1017,PknD,4hbz_c,1011,80,27.0,5.0,0.015636298842154523,0.03564559795107472
1018,PknD,4hbzACP_c,1011,80,12.0,2.0,0.062362965985013875,0.09765925004400416
1019,PknD,palmACP_c,1011,80,12.0,2.0,0.062362965985013875,0.09765925004400416
1020,PknD,4abut_c,1011,80,13.0,2.0,0.07657542774911899,0.11549298525867224
1021,PknD,akg_c,1011,80,12.0,2.0,0.062362965985013875,0.09765925004400416
1022,PknD,glu__L_c,1011,80,12.0,2.0,0.062362965985013875,0.09765925004400416
1023,PknD,sucsal_c,1011,80,12.0,2.0,0.062362965985013875,0.09765925004400416
1024,PknD,acac_c,1011,80,14.0,2.0,0.09207604759805595,0.12785848824663953
1025,PknD,accoa_c,1011,80,55.0,5.0,0.26376412267879035,0.2970852022899053
1026,PknD,aacoa_c,1011,80,55.0,5.0,0.26376412267879035,0.2970852022899053
1027,PknD,ac_c,1011,80,8.0,1.0,0.12679931349279328,0.16744676741153394
1028,PknD,coa_c,1011,80,55.0,5.0,0.26376412267879035,0.2970852022899053
1029,PknD,acald_c,1011,80,12.0,2.0,0.062362965985013875,0.09765925004400416
1030,PknD,nad_c,1011,80,40.0,5.0,0.08871436673955238,0.12715923598716364
1031,PknD,nadh_c,1011,80,40.0,5.0,0.08871436673955238,0.12715923598716364
1032,PknD,adocbip_c,1011,80,12.0,2.0,0.062362965985013875,0.09765925004400416
1033,PknD,gtp_c,1011,80,39.0,5.0,0.08031432278480265,0.11950752070856276
1034,PknD,agdpcbi_c,1011,80,12.0,2.0,0.062362965985013875,0.09765925004400416
1035,PknD,co2_c,1011,80,12.0,2.0,0.062362965985013875,0.09765925004400416
1036,PknD,hexccoa_c,1011,80,61.0,7.0,0.10044334116320146,0.13729962262823595
1037,PknD,chexccoa_c,1011,80,62.0,7.0,0.10811348031850163,0.14586623409201652
1038,PknD,hco3_c,1011,80,12.0,2.0,0.062362965985013875,0.09765925004400416
1039,PknD,adp_c,1011,80,35.0,4.0,0.13602572632912482,0.17740940260907812
1040,PknD,malcoa_c,1011,80,56.0,6.0,0.14600904871692855,0.1877312942791738
1041,PknD,hexc_c,1011,80,17.0,4.0,0.007945915662169005,0.02160348489684625
1042,PknD,acgam6p_c,1011,80,19.0,4.0,0.013160776107729614,0.031102189333445787
1043,PknD,acgam1p_c,1011,80,19.0,4.0,0.013160776107729614,0.031102189333445787
1044,PknD,uacgam_c,1011,80,35.0,5.0,0.05146639064254397,0.08835963850207962
1045,PknD,udcpp_c,1011,80,24.0,2.0,0.29410956026109636,0.319054185454349
1046,PknD,ump_c,1011,80,29.0,4.0,0.07196410282458629,0.10990080278337738
1047,PknD,unaga_c,1011,80,31.0,4.0,0.09100014704797958,0.12715923598716364
1048,PknD,acglu_c,1011,80,13.0,2.0,0.07657542774911899,0.11549298525867224
1049,PknD,acg5p_c,1011,80,14.0,2.0,0.09207604759805595,0.12785848824663953
1050,PknD,2obut_c,1011,80,16.0,2.0,0.12652956226515616,0.16744676741153394
1051,PknD,pyr_c,1011,80,12.0,2.0,0.062362965985013875,0.09765925004400416
1052,PknD,2ahbut_c,1011,80,16.0,2.0,0.12652956226515616,0.16744676741153394
1053,PknD,actp_c,1011,80,13.0,2.0,0.07657542774911899,0.11549298525867224
1054,PknD,alac__S_c,1011,80,12.0,2.0,0.062362965985013875,0.09765925004400416
1055,PknD,acorn_c,1011,80,16.0,2.0,0.12652956226515616,0.16744676741153394
1056,PknD,orn_c,1011,80,16.0,2.0,0.12652956226515616,0.16744676741153394
1057,PknD,cit_c,1011,80,12.0,2.0,0.062362965985013875,0.09765925004400416
1058,PknD,icit_c,1011,80,13.0,2.0,0.07657542774911899,0.11549298525867224
1059,PknD,acg5sa_c,1011,80,15.0,2.0,0.10876344175170928,0.14646594908677082
1060,PknD,fmn_c,1011,80,42.0,5.0,0.10691242474036255,0.1447355939281414
1061,PknD,ribflv_c,1011,80,41.0,5.0,0.09758279625540997,0.13446271298087348
1062,PknD,apoACP_c,1011,80,12.0,2.0,0.062362965985013875,0.09765925004400416
1063,PknD,pap_c,1011,80,45.0,4.0,0.28007121054252754,0.3065150434493283
1064,PknD,ppa_c,1011,80,12.0,2.0,0.062362965985013875,0.09765925004400416
1065,PknD,ppcoa_c,1011,80,59.0,5.0,0.3212898453311854,0.3433249697766935
1066,PknD,acysbmn_c,1011,80,12.0,2.0,0.062362965985013875,0.09765925004400416
1067,PknD,acysbmn_e,1011,80,12.0,2.0,0.062362965985013875,0.09765925004400416
1068,PknD,adn_c,1011,80,35.0,4.0,0.13602572632912482,0.17740940260907812
1069,PknD,ins_c,1011,80,34.0,4.0,0.12394582123104188,0.16473289331279772
1070,PknD,nh4_c,1011,80,12.0,2.0,0.062362965985013875,0.09765925004400416
1071,PknD,4adcho_c,1011,80,28.0,4.0,0.0633626850040746,0.09910039121464732
1072,PknD,4abz_c,1011,80,29.0,4.0,0.07196410282458629,0.10990080278337738
1073,PknD,adcobhex_c,1011,80,12.0,2.0,0.062362965985013875,0.09765925004400416
1074,PknD,appl_c,1011,80,19.0,2.0,0.185173987024925,0.23178682936269301
1075,PknD,adocbi_c,1011,80,12.0,2.0,0.062362965985013875,0.09765925004400416
1076,PknD,applp_c,1011,80,12.0,2.0,0.062362965985013875,0.09765925004400416
1077,PknD,chor_c,1011,80,26.0,4.0,0.04802092497013671,0.08349282773553385
1078,PknD,gln__L_c,1011,80,11.0,2.0,0.049530130389984085,0.08552088257647772
1079,PknD,adcobdam_c,1011,80,12.0,2.0,0.062362965985013875,0.09765925004400416
1080,PknD,pppi_c,1011,80,12.0,2.0,0.062362965985013875,0.09765925004400416
1081,PknD,gdp_c,1011,80,39.0,5.0,0.08031432278480265,0.11950752070856276
1082,PknD,amet_c,1011,80,51.0,6.0,0.10019791821936937,0.13707679559003513
1083,PknD,ametam_c,1011,80,51.0,6.0,0.10019791821936937,0.13707679559003513
1084,PknD,camp_c,1011,80,35.0,4.0,0.13602572632912482,0.17740940260907812
1085,PknD,dgtp_c,1011,80,43.0,5.0,0.11669405346736911,0.1560089288150494
1086,PknD,dgdp_c,1011,80,42.0,5.0,0.10691242474036255,0.1447355939281414
1087,PknD,rdmbzi_c,1011,80,44.0,5.0,0.12691657879152052,0.16744676741153394
1088,PknD,adocbl_c,1011,80,12.0,2.0,0.062362965985013875,0.09765925004400416
1089,PknD,gmp_c,1011,80,38.0,5.0,0.07238774370260952,0.11044636632809096
1090,PknD,ade_c,1011,80,29.0,3.0,0.19103941489454485,0.23353195084854553
1091,PknD,prpp_c,1011,80,20.0,4.0,0.01647691736289323,0.037153103317142895
1092,PknD,aps_c,1011,80,42.0,4.0,0.23329106789328752,0.27217550687299963
1093,PknD,paps_c,1011,80,42.0,4.0,0.23329106789328752,0.27217550687299963
1094,PknD,dcamp_c,1011,80,35.0,4.0,0.13602572632912482,0.17740940260907812
1095,PknD,fum_c,1011,80,12.0,2.0,0.062362965985013875,0.09765925004400416
1096,PknD,25aics_c,1011,80,32.0,4.0,0.10141255950568791,0.13845380901050142
1097,PknD,aicar_c,1011,80,33.0,4.0,0.11240082258669555,0.15109916613890376
1098,PknD,asp__L_c,1011,80,13.0,2.0,0.07657542774911899,0.11549298525867224
1099,PknD,imp_c,1011,80,34.0,4.0,0.12394582123104188,0.16473289331279772
1100,PknD,agalfragund_c,1011,80,50.0,5.0,0.19667983985507478,0.2340086792743975
1101,PknD,arabinanagalfragund_c,1011,80,55.0,5.0,0.26376412267879035,0.2970852022899053
1102,PknD,decda__tb_c,1011,80,33.0,4.0,0.11240082258669555,0.15109916613890376
1103,PknD,galfragund_c,1011,80,42.0,4.0,0.23329106789328752,0.27217550687299963
1104,PknD,decd__tb_c,1011,80,24.0,2.0,0.29410956026109636,0.319054185454349
1105,PknD,gam6p_c,1011,80,18.0,3.0,0.0473326472135708,0.08264167585574468
