,Strain,Drug,Dose,Timept_h,Batch,Time_bin,Group,Reference
Untreated_7H9_GOT_R3_S43,H37Rv,TYL,0.05%,16,18,5,24,0
Untreated_7H9_GO_R1_S29,H37Rv,Untreated,0,16,18,5,24,1
Untreated_7H9_GO_R2_S30,H37Rv,Untreated,0,16,18,5,24,1
Untreated_7H9_GO_R3_S31,H37Rv,Untreated,0,16,18,5,24,1
Rv_1X_OPC_MIC_T16_Set_B_R1,H37Rv,OPC-167832,1xMIC,16,19,5,25,0
Rv_1X_OPC_MIC_T16_Set_B_R2,H37Rv,OPC-167832,1xMIC,16,19,5,25,0
Rv_2X_OPC_MIC_T16_Set_B_R1,H37Rv,OPC-167832,2xMIC,16,19,5,25,0
Rv_2X_OPC_MIC_T16_Set_B_R2,H37Rv,OPC-167832,2xMIC,16,19,5,25,0
Rv_4X_OPC_MIC_T16_Set_B_R1,H37Rv,OPC-167832,4xMIC,16,19,5,25,0
Rv_4X_OPC_MIC_T16_Set_B_R2,H37Rv,OPC-167832,4xMIC,16,19,5,25,0
Rv_T16_Set_B_R1,H37Rv,Untreated,0,16,19,5,25,1
Rv_T16_Set_B_R2,H37Rv,Untreated,0,16,19,5,25,1
H37Rv_0_2uM_CFZ_T16_R1_S16_R1,H37Rv,CFZ,0.2uM,16,20,5,26,0
H37Rv_0_2uM_CFZ_T16_R2_S17_R1,H37Rv,CFZ,0.2uM,16,20,5,26,0
H37Rv_0_2uM_CFZ_T16_R3_S18_R1,H37Rv,CFZ,0.2uM,16,20,5,26,0
H37Rv_0_8uM_CFZ_T16_R1_S19_R1,H37Rv,CFZ,0.8uM,16,20,5,26,0
H37Rv_0_8uM_CFZ_T16_R2_S20_R1,H37Rv,CFZ,0.8uM,16,20,5,26,0
H37Rv_0_8uM_CFZ_T16_R3_S21_R1,H37Rv,CFZ,0.8uM,16,20,5,26,0
H37Rv_3_2uM_CFZ_T16_R1_S22_R1,H37Rv,CFZ,3.2uM,16,20,5,26,0
H37Rv_3_2uM_CFZ_T16_R2_S23_R1,H37Rv,CFZ,3.2uM,16,20,5,26,0
H37Rv_3_2uM_CFZ_T16_R3_S24_R1,H37Rv,CFZ,3.2uM,16,20,5,26,0
H37Rv__005uM_MOX_T16_R1_S7_R1,H37Rv,MXF,0.005uM,16,20,5,26,0
H37Rv__005uM_MOX_T16_R2_S8_R1,H37Rv,MXF,0.005uM,16,20,5,26,0
H37Rv__005uM_MOX_T16_R3_S9_R1,H37Rv,MXF,0.005uM,16,20,5,26,0
H37Rv_0_02uM_MOX_T16_R2_S11_R1,H37Rv,MXF,0.02uM,16,20,5,26,0
H37Rv_0_02uM_MOX_T16_R3_S12_R1,H37Rv,MXF,0.02uM,16,20,5,26,0
H37Rv_0_08uM_MOX_T16_R1_S13_R1,H37Rv,MXF,0.08uM,16,20,5,26,0
H37Rv_0_08uM_MOX_T16_R2_S14_R1,H37Rv,MXF,0.08uM,16,20,5,26,0
H37Rv_0_08uM_MOX_T16_R3_S15_R1,H37Rv,MXF,0.08uM,16,20,5,26,0
H37Rv_0_2uM_PA824_T16_R1_S25_R1,H37Rv,PA824,0.2uM,16,20,5,26,0
H37Rv_0_2uM_PA824_T16_R2_S26_R1,H37Rv,PA824,0.2uM,16,20,5,26,0
H37Rv_0_2uM_PA824_T16_R3_S27_R1,H37Rv,PA824,0.2uM,16,20,5,26,0
H37Rv_0_8uM_PA824_T16_R1_S28_R1,H37Rv,PA824,0.8uM,16,20,5,26,0
H37Rv_0_8uM_PA824_T16_R2_S29_R1,H37Rv,PA824,0.8uM,16,20,5,26,0
H37Rv_0_8uM_PA824_T16_R3_S30_R1,H37Rv,PA824,0.8uM,16,20,5,26,0
H37Rv_3_2uM_PA824_T16_R1_S31_R1,H37Rv,PA824,3.2uM,16,20,5,26,0
H37Rv_3_2uM_PA824_T16_R2_S32_R1,H37Rv,PA824,3.2uM,16,20,5,26,0
H37Rv_3_2uM_PA824_T16_R3_S33_R1,H37Rv,PA824,3.2uM,16,20,5,26,0
H37RvNDT16R1_S4_R1,H37Rv,Untreated,0,16,20,5,26,1
H37RvNDT16R2_S5_R1,H37Rv,Untreated,0,16,20,5,26,1
H37RvNDT16R3_S6_R1,H37Rv,Untreated,0,16,20,5,26,1
H37Rv_0_025ug_ml_RPE_T16_R1_S19,H37Rv,RPE,0.025ug/mL,16,21,5,27,0
H37Rv_0_025ug_ml_RPE_T16_R3_S21,H37Rv,RPE,0.025ug/mL,16,21,5,27,0
H37Rv_ND_RPE_T16_R1_S16,H37Rv,Untreated,0,16,21,5,27,1
H37Rv_ND_RPE_T16_R2_S17,H37Rv,Untreated,0,16,21,5,27,1
H37Rv_ND_RPE_T16_R3_S18,H37Rv,Untreated,0,16,21,5,27,1
H37Rv_2mg_ml_PZA_T16_R1_S10,H37Rv,PZA,2mg/mL,16,22,5,28,0
H37Rv_2mg_ml_PZA_T16_R2_S11,H37Rv,PZA,2mg/mL,16,22,5,28,0
H37Rv_2mg_ml_PZA_T16_R3_S12,H37Rv,PZA,2mg/mL,16,22,5,28,0
H37Rv_5mg_ml_PZA_T16_R1_S7,H37Rv,PZA,5mg/mL,16,22,5,28,0
H37Rv_5mg_ml_PZA_T16_R2_S8,H37Rv,PZA,5mg/mL,16,22,5,28,0
H37Rv_5mg_ml_PZA_T16_R3_S9,H37Rv,PZA,5mg/mL,16,22,5,28,0
H37Rv_ND_PZA_T16_R1_S4,H37Rv,Untreated,0,16,22,5,28,1
H37Rv_ND_PZA_T16_R2_S5,H37Rv,Untreated,0,16,22,5,28,1
H37Rv_ND_PZA_T16_R3_S6,H37Rv,Untreated,0,16,22,5,28,1
CDC1551_INH_D1_OTB_drug_transcriptome_U_R2_S20_R1.fastq.gz,CDC1551,INH,3.6uM,24,23,5,29,0
CDC1551_INH_D1_OTB_drug_transcriptome_U_R3_S21_R1.fastq.gz,CDC1551,INH,3.6uM,24,23,5,29,0
CDC1551_IHN_D1_OTB_drug_transcriptome_U_R1_S36_R1,CDC1551,INH,3.6uM,24,23,5,29,0
CDC1551_RIF_D1_OTB_drug_transcriptome_U_R1_S4_R1,CDC1551,RIF,0.03uM,24,23,5,29,0
CDC1551_RIF_D1_OTB_drug_transcriptome_U_R2_S5_R1,CDC1551,RIF,0.03uM,24,23,5,29,0
CDC1551_RIF_D1_OTB_drug_transcriptome_U_R3_S6_R1,CDC1551,RIF,0.03uM,24,23,5,29,0
CDC1552_RIF_D1_OTB.Transcriptomics_U_R2,CDC1551,RIF,0.03uM,24,23,5,29,0
CDC1553_RIF_D1_OTB.Transcriptomics_U_R3,CDC1551,RIF,0.03uM,24,23,5,29,0
CDC1551_INH_D8_OTB_drug_transcriptome_U_R1_S33_R1.fastq.gz,CDC1551,INH,3.6uM,192,23,8,30,0
CDC1551_INH_D8_OTB_drug_transcriptome_U_R2_S34_R1.fastq.gz,CDC1551,INH,3.6uM,192,23,8,30,0
CDC1551_INH_D8_OTB_drug_transcriptome_U_R3_S35_R1.fastq.gz,CDC1551,INH,3.6uM,192,23,8,30,0
CDC1551_RIF_D8_OTB_drug_transcriptome_U_R1_S20_R1,CDC1551,RIF,0.03uM,192,23,8,30,0
CDC1551_RIF_D8_OTB_drug_transcriptome_U_R2_S21_R1,CDC1551,RIF,0.03uM,192,23,8,30,0
CDC1551_RIF_D8_OTB_drug_transcriptome_U_R3_S22_R1,CDC1551,RIF,0.03uM,192,23,8,30,0
H37Rv_IHN_D1_OTB_drug_transcriptome_U_R1_S33_R1,H37Rv,INH,3.6uM,24,23,5,31,0
H37Rv_IHN_D1_OTB_drug_transcriptome_U_R2_S34_R1,H37Rv,INH,3.6uM,24,23,5,31,0
H37Rv_IHN_D1_OTB_drug_transcriptome_U_R3_S35_R1,H37Rv,INH,3.6uM,24,23,5,31,0
H37Rv_RIF_D1_OTB_drug_transcriptome_U_R1_S1_R1,H37Rv,RIF,0.03uM,24,23,5,31,0
H37Rv_RIF_D1_OTB_drug_transcriptome_U_R2_S2_R1,H37Rv,RIF,0.03uM,24,23,5,31,0
H37Rv_RIF_D1_OTB_drug_transcriptome_U_R3_S3_R1,H37Rv,RIF,0.03uM,24,23,5,31,0
H37Rv_RIF_D1_OTB.Transcriptomics_U_R1,H37Rv,RIF,0.03uM,24,23,5,31,0
H37Rv_RIF_D1_OTB.Transcriptomics_U_R2,H37Rv,RIF,0.03uM,24,23,5,31,0
H37Rv_RIF_D1_OTB.Transcriptomics_U_R3,H37Rv,RIF,0.03uM,24,23,5,31,0
H37Rv_INH_D8_OTB_drug_transcriptome_U_R1_S30_R1.fastq.gz,H37Rv,INH,3.6uM,192,23,8,32,0
H37Rv_INH_D8_OTB_drug_transcriptome_U_R2_S31_R1.fastq.gz,H37Rv,INH,3.6uM,192,23,8,32,0
H37Rv_INH_D8_OTB_drug_transcriptome_U_R3_S32_R1.fastq.gz,H37Rv,INH,3.6uM,192,23,8,32,0
H37Rv_RIF_D8_OTB_drug_transcriptome_U_R1_S19_R1,H37Rv,RIF,0.03uM,192,23,8,32,0
HN878_INH_D1_OTB_drug_transcriptome_U_R1_S26_R1.fastq.gz,HN878,INH,3.6uM,24,23,5,33,0
HN878_INH_D1_OTB_drug_transcriptome_U_R2_S27_R1.fastq.gz,HN878,INH,3.6uM,24,23,5,33,0
HN878_INH_D1_OTB_drug_transcriptome_U_R3_S28_R1.fastq.gz,HN878,INH,3.6uM,24,23,5,33,0
HN878_RIF_D1_OTB_drug_transcriptome_U_R1_S13_R1,HN878,RIF,0.03uM,24,23,5,33,0
HN878_RIF_D1_OTB_drug_transcriptome_U_R2_S14_R1,HN878,RIF,0.03uM,24,23,5,33,0
HN878_RIF_D1_OTB_drug_transcriptome_U_R3_S15_R1,HN878,RIF,0.03uM,24,23,5,33,0
HN878_RIF_D1_OTB.Transcriptomics_U_R1,HN878,RIF,0.03uM,24,23,5,33,0
HN878_RIF_D1_OTB.Transcriptomics_U_R2,HN878,RIF,0.03uM,24,23,5,33,0
HN878_RIF_D1_OTB.Transcriptomics_U_R3,HN878,RIF,0.03uM,24,23,5,33,0
HN878_RIF_D8_OTB_drug_transcriptome_U_R1_S28_R1,HN878,RIF,0.03uM,192,23,8,34,0
HN878_RIF_D8_OTB_drug_transcriptome_U_R3_S29_R1,HN878,RIF,0.03uM,192,23,8,34,0
SA161_INH_D1_OTB_drug_transcriptome_U_R2_S23_R1.fastq.gz,SA161,INH,3.6uM,24,23,5,35,0
SA161_RIF_D1_OTB_drug_transcriptome_U_R1_S7_R1,SA161,RIF,0.03uM,24,23,5,35,0
SA161_RIF_D1_OTB_drug_transcriptome_U_R2_S8_R1,SA161,RIF,0.03uM,24,23,5,35,0
SA161_RIF_D1_OTB.Transcriptomics_U_R1,SA161,RIF,0.03uM,24,23,5,35,0
SA161_RIF_D1_OTB.Transcriptomics_U_R2,SA161,RIF,0.03uM,24,23,5,35,0
SA161_RIF_D1_OTB.Transcriptomics_U_R3,SA161,RIF,0.03uM,24,23,5,35,0
SA161_IHN_D8_OTB_drug_transcriptome_U_R2_S36_R1.fastq.gz,SA161,INH,3.6uM,192,23,8,36,0
SA161_RIF_D8_OTB_drug_transcriptome_U_R1_S23_R1,SA161,RIF,0.03uM,192,23,8,36,0
SA161_RIF_D8_OTB_drug_transcriptome_U_R2_S24_R1,SA161,RIF,0.03uM,192,23,8,36,0
SA161_RIF_D8_OTB_drug_transcriptome_U_R3_S25_R1,SA161,RIF,0.03uM,192,23,8,36,0
SG1_INH_D1_OTB_drug_transcriptome_U_R2_S29_R1.fastq.gz,SG1,INH,3.6uM,24,23,5,37,0
SG1_RIF_D1_OTB_drug_transcriptome_U_R1_S16_R1,SG1,RIF,0.03uM,24,23,5,37,0
SG1_RIF_D1_OTB_drug_transcriptome_U_R2_S17_R1,SG1,RIF,0.03uM,24,23,5,37,0
SG1_RIF_D1_OTB_drug_transcriptome_U_R3_S18_R1,SG1,RIF,0.03uM,24,23,5,37,0
SG1_RIF_D1_OTB.Transcriptomics_U_R1,SG1,RIF,0.03uM,24,23,5,37,0
SG1_RIF_D1_OTB.Transcriptomics_U_R2,SG1,RIF,0.03uM,24,23,5,37,0
SG1_RIF_D1_OTB.Transcriptomics_U_R3,SG1,RIF,0.03uM,24,23,5,37,0
SG1_RIF_D8_OTB_drug_transcriptome_U_R1_S30_R1,SG1,RIF,0.03uM,192,23,8,38,0
SG1_RIF_D8_OTB_drug_transcriptome_U_R2_S31_R1,SG1,RIF,0.03uM,192,23,8,38,0
SG1_RIF_D8_OTB_drug_transcriptome_U_R3_S32_R1,SG1,RIF,0.03uM,192,23,8,38,0
T46_INH_D1_OTB_drug_transcriptome_U_R2_S24_R1.fastq.gz,T46,INH,3.6uM,24,23,5,39,0
T46_INH_D1_OTB_drug_transcriptome_U_R3_S25_R1.fastq.gz,T46,INH,3.6uM,24,23,5,39,0
T46x_RIF_D1_OTB.Transcriptomics_U_R1,T46,RIF,0.03uM,24,23,5,39,0
T46x_RIF_D1_OTB.Transcriptomics_U_R2,T46,RIF,0.03uM,24,23,5,39,0
T46x_RIF_D1_OTB.Transcriptomics_U_R3,T46,RIF,0.03uM,24,23,5,39,0
T46_RIF_D8_OTB_drug_transcriptome_U_R1_S26_R1,T46,RIF,0.03uM,192,23,8,40,0
T46_RIF_D8_OTB_drug_transcriptome_U_R2_S27_R1,T46,RIF,0.03uM,192,23,8,40,0
BTZ16_r2,H37Rv,BTZ,0.05uM,16,24,5,41,0
BTZ16_r3,H37Rv,BTZ,0.05uM,16,24,5,41,0
BTZ16_r4,H37Rv,BTZ,0.05uM,16,24,5,41,0
EMB16_r1,H37Rv,EMB,2.45uM,16,24,5,41,0
EMB16_r2,H37Rv,EMB,2.45uM,16,24,5,41,0
EMB16_r3,H37Rv,EMB,2.45uM,16,24,5,41,0
SEL16_r2,H37Rv,SEL,2ug/mL,16,24,5,41,0
SEL16_r3,H37Rv,SEL,2ug/mL,16,24,5,41,0
SEL16_r4,H37Rv,SEL,2ug/mL,16,24,5,41,0
NoDrug16_r1,H37Rv,Untreated,0,16,24,5,41,1
NoDrug16_r3,H37Rv,Untreated,0,16,24,5,41,1
NoDrug16_r4,H37Rv,Untreated,0,16,24,5,41,1
BTZ48_r1,H37Rv,BTZ,0.2uM,48,24,6,42,0
BTZ48_r2,H37Rv,BTZ,0.2uM,48,24,6,42,0
BTZ48_r3,H37Rv,BTZ,0.2uM,48,24,6,42,0
EMB48_r1,H37Rv,EMB,9.8uM,48,24,6,42,0
EMB48_r2,H37Rv,EMB,9.8uM,48,24,6,42,0
EMB48_r4,H37Rv,EMB,9.8uM,48,24,6,42,0
EMB.BTZ48_r1,H37Rv,EMB+BTZ,9.8uM+0.2uM,48,24,6,42,0
EMB.BTZ48_r2,H37Rv,EMB+BTZ,9.8uM+0.2uM,48,24,6,42,0
EMB.BTZ48_r3,H37Rv,EMB+BTZ,9.8uM+0.2uM,48,24,6,42,0
SEL48_r1,H37Rv,SEL,8ug/mL,48,24,6,42,0
SEL48_r2,H37Rv,SEL,8ug/mL,48,24,6,42,0
SEL48_r3,H37Rv,SEL,8ug/mL,48,24,6,42,0
SEL.BTZ48_r1,H37Rv,SEL+BTZ,8ug/mL+0.2uM,48,24,6,42,0
SEL.BTZ48_r2,H37Rv,SEL+BTZ,8ug/mL+0.2uM,48,24,6,42,0
SEL.BTZ48_r3,H37Rv,SEL+BTZ,8ug/mL+0.2uM,48,24,6,42,0
SEL.EMB48_r1,H37Rv,SEL+EMB,8ug/mL+9.8uM,48,24,6,42,0
SEL.EMB48_r3,H37Rv,SEL+EMB,8ug/mL+9.8uM,48,24,6,42,0
SEL.EMB48_r4,H37Rv,SEL+EMB,8ug/mL+9.8uM,48,24,6,42,0
Triple48_r1,H37Rv,SEL+EMB+BTZ,8ug/mL+9.8uM+0.2uM,48,24,6,42,0
Triple48_r2,H37Rv,SEL+EMB+BTZ,8ug/mL+9.8uM+0.2uM,48,24,6,42,0
Triple48_r4,H37Rv,SEL+EMB+BTZ,8ug/mL+9.8uM+0.2uM,48,24,6,42,0
NoDrug48_r1,H37Rv,Untreated,0,48,24,6,42,1
NoDrug48_r2,H37Rv,Untreated,0,48,24,6,42,1
NoDrug48_r4,H37Rv,Untreated,0,48,24,6,42,1
Rv_4X_KasA1_MIC_T16_Set_A_2__R1_S43,H37Rv,KasA1_anlg,0.66ug/mL,16,31,5,43,0
Rv_4X_KasA1_MIC_T16_Set_A_2__R2_S44,H37Rv,KasA1_anlg,0.66ug/mL,16,31,5,43,0
Rv_2X_MPL_204_MIC_T16_Set_A_2__R1_S41,H37Rv,MPL-204,0.03ug/mL,16,31,5,43,0
Rv_2X_MPL_204_MIC_T16_Set_A_2__R2_S42,H37Rv,MPL-204,0.03ug/mL,16,31,5,43,0
Rv_4X_SFT_MIC_T16_Set_A_1__R1_S28,H37Rv,SFT,4xMIC,16,31,5,43,0
Rv_4X_SFT_MIC_T16_Set_A_1__R2_S29,H37Rv,SFT,4xMIC,16,31,5,43,0
Rv_4X_SFT_MIC_T16_Set_A_1__R3_S30,H37Rv,SFT,4xMIC,16,31,5,43,0
Rv_4X_TBA_7371_MIC_T16_Set_A_2__R1_S35,H37Rv,TBA-7371,3.78ug/mL,16,31,5,43,0
Rv_4X_TBA_7371_MIC_T16_Set_A_2__R2_S36,H37Rv,TBA-7371,3.78ug/mL,16,31,5,43,0
Rv_1X_TBAJ_876_MIC_T16_Set_A_2__R1_S37,H37Rv,TBAJ-876,0.032ug/mL,16,31,5,43,0
Rv_1X_TBAJ_876_MIC_T16_Set_A_2__R2_S38,H37Rv,TBAJ-876,0.032ug/mL,16,31,5,43,0
Rv_1X_TBI_223_MIC_T16_Set_A_2__R1_S39,H37Rv,TBI-223,1xMIC,16,31,5,43,0
Rv_1X_TBI_223_MIC_T16_Set_A_2__R2_S40,H37Rv,TBI-223,1xMIC,16,31,5,43,0
Rv_T16_Set_A_1__R1__S25,H37Rv,Untreated,0,16,31,5,43,1
Rv_T16_Set_A_1__R2_S26,H37Rv,Untreated,0,16,31,5,43,1
Rv_T16_Set_A_1__R3_S27,H37Rv,Untreated,0,16,31,5,43,1
Rv_T16_Set_A_2__R1__S33,H37Rv,Untreated,0,16,31,5,43,1
Rv_T16_Set_A_2__R2_S34,H37Rv,Untreated,0,16,31,5,43,1
Rv_4X_KasA1_MIC_T16_Set_B_1_R1_S57,H37Rv,KasA1_anlg,0.66ug/mL,16,32,5,44,0
Rv_2X_MPL_204_MIC_T16_Set_B_1_R1_S55,H37Rv,MPL-204,0.03ug/mL,16,32,5,44,0
Rv_2X_MPL_204_MIC_T16_Set_B_1_R2_S56,H37Rv,MPL-204,0.03ug/mL,16,32,5,44,0
Rv_4X_TBA_7371_MIC_T16_Set_B_1_R1_S49,H37Rv,TBA-7371,3.78ug/mL,16,32,5,44,0
Rv_1X_TBAJ_876_MIC_T16_Set_B_1_R1_S51,H37Rv,TBAJ-876,0.032ug/mL,16,32,5,44,0
Rv_1X_TBAJ_876_MIC_T16_Set_B_1_R2_S52,H37Rv,TBAJ-876,0.032ug/mL,16,32,5,44,0
Rv_1X_TBI_223_MIC_T16_Set_B_1_R1_S53,H37Rv,TBI-223,1xMIC,16,32,5,44,0
Rv_1X_TBI_223_MIC_T16_Set_B_1_R2_S54,H37Rv,TBI-223,1xMIC,16,32,5,44,0
Rv_T16_Set_B_1_R1__S47,H37Rv,Untreated,0,16,32,5,44,1
Rv_T16_Set_B_1_R2_S48,H37Rv,Untreated,0,16,32,5,44,1
