,Pantothenate and CoA Metabolism,whole_metabolism,"Alanine, Aspartate, and Glutamate Metabolism",Pyruvate Metabolism,Cofactor and Prosthetic Group Biosynthesis,Fatty Acid Metabolism,Arabinogalactan biosynthesis,Arginine and Proline Metabolism,Urea Cycle,"Valine, Leucine, and Isoleucine Metabolism",Citric Acid Cycle,Riboflavin Metabolism,Glycolysis/Gluconeogenesis,Alternate Carbon Metabolism,Purine and Pyrimidine Biosynthesis,Folate Metabolism,Nucleotide Salvage Pathway,Sulfur metabolism,Glycerophospholipid metabolism,Cysteine and methionine metabolism,Membrane Metabolism,Redox Metabolism,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",Other Amino Acid Metabolism,Transport,Histidine Metabolism,Oxidative Phosphorylation,Polyprenyl Metabolism,Miscellaneous,Threonine and Lysine Metabolism,Pentose Phosphate Pathway,Mycolic Acid Biosynthesis,Fructose and mannose metabolism,Phenolic glycolipid biosynthesis,Peptidoglycan Metabolism,Glyoxylate Metabolism,Inositol phosphate metabolism,Cholesterol degradation,Thiamine Metabolism,Propanoate metabolism,Propanoate Metabolism,Beta oxidation of unsaturated fatty acids,Arabinogalactan bioynthesis,tRNA Charging,p-HBAD biosynthesis,L-alpha-aminoadipic acid (L-AAA) biosynthesis,Lipid metabolism,Glycerolipid metabolism,Carbon metabolism,Mycobactin biosynthesis,Spermidine biosynthesis,Others,Starch and sucrose metabolism,Ergothioneine biosynthesis,Cofactor,Mycolic acid pathway,Nicotinate and nicotinamide metabolism,Unassigned,Degradation/Utilization/Assimilation,Fatty acid biosynthesis,Lipopolysaccharide Biosynthesis / Recycling,ko_max_growth,pagerank,eigenvector,betweeness,closeness,reaction_pagerank,reaction_eigenvector_centrality,reaction_betweeness_centrality,reaction_closeness_centrality,fva_min,fva_max
Rv2682c,9.089238619114704,56599.507761916204,34.98417628347733,51.68611051326682,49.13254472143155,12030.800700859041,3.550703143396815,1.0678374278995386,2.3513589537330715,127.2011701666866,20.679037724112625,12.54120494250759,47.48445096113074,3.8729892024843187,59.514446691506215,14.391596886085543,2.844251000227345,1.5388402306918039,12.44131660345587,16.186741540970484,121.13206514442157,28.27479090270405,6.2787120894627035,9.569881654266469,51.987082198343124,2.171579799660396,32.58846724698913,5.571421367155391,7.1712444025892905,0.3412315380094569,0.9405791549339552,43.13444054850024,2.71038961213808,,7.711318792366771,4.695641743478089,1.2461672813086162,98.24617450464582,3.870056848612061,1.6012731276125332,1.8342133844738786,4433.26788871446,0.2294286805432666,,,,20.935751485262788,0.7277875601885675,0.28799891983645454,64.64547799593035,,2.035848389179144,2.5073423602121427,1.3875762249532073,,2.77778676445147,2.1538862234507565,,,,0.8357884337530205,0.016564701900078867,0.0016950719362630534,8.421023631259836e-05,0.0011181265463982631,0.032891302638200504,0.0011839975929111347,0.036244026766040376,0.0018475585604213576,0.650035491758025,0.007495436503925712,0.017287103170593107
Rv3379c,10.072332149317553,53232.306655302666,24.801136383678042,52.67613899534741,71.13363672634202,11894.776716414462,4.2478977930522595,1.2934155877102063,3.855000837740767,78.08985361007952,32.75932521024803,7.8074459868461155,39.98057275831558,4.600175776872686,83.59531484052705,10.03525258993145,3.2454460539075747,1.9053406920391303,12.414552658067192,18.08415251734425,136.3032668723825,24.212920696021015,8.518492556930754,8.04593365026414,146.46685493708358,2.3954101145210327,37.59457107512141,8.6279928261249,6.9185259415677205,0.5737085790878355,0.6564741393765816,43.490777444502854,2.418727869687209,,9.457853825806389,3.8795144963773875,2.767727932134377,87.27392209801656,3.9098409661665365,1.9429577335019506,1.5539313854606631,3510.2578771412473,0.6036667846704603,,,,10.847053534009797,0.7447172167082827,0.04890186920035335,68.4252762708247,,1.5694920675305644,1.5279460436227015,1.648703317951464,,4.21603548381082,2.0172031538954096,,,,0.7926187818685767,0.016564701900079918,0.0016950719362630534,8.421023631259836e-05,0.0011181265463982631,0.032891302638200504,0.0011839975929111347,0.036244026766040376,0.0018475585604213576,0.650035491758025,0.007495436503925712,0.017287103170593107
Rv1023,85.45593918356784,44714.342411563564,20.67592965101339,55.53133165083714,69.51559367178074,17320.00733734776,5.903397235014831,4.6273843273119,3.042816754681663,72.60002597119606,43.577804853517925,3.8702804899238634,87.84228200372199,2.4860084043899704,51.2286596799325,5.140809617428192,3.5921443392019228,4.446904909958251,16.223172301411573,49.084915533914646,198.17186820980416,11.119008059020409,19.168066761373645,7.563312962474172,43.337936873051625,inf,43.337574648053284,inf,1.868369669305548,0.3262306202160729,62.594493175606104,95.5900676605783,inf,,23.911581275610757,3.5449998451515126,6.8449988869248255,271.258481959403,5.715591882823574,1.9908114886888604,1.4711566675390817,13029.750416669247,inf,,,,26.67989844593549,0.4584727392423336,0.5689266703782497,inf,,17.913341249153365,1.9304480047729602,inf,,2.9512550007761296,2.981463614084974,,,,inf,0.0,0.000912448020543662,2.0028668359275275e-05,0.0012298062490111693,0.025560687857364428,0.0007519124317588958,0.02111675537280168,0.00042933318232211927,0.5655126354864016,-0.18510629921254668,-0.08243724908815907
Rv3214,6.805100645608185,50707.221155864056,23.929464856418026,29.081289548122037,83.24820269101919,8338.166621120572,3.1355523857374616,1.1897204559554975,1.8203331181294813,109.95565230216536,38.36666850191615,4.186373385611961,27.315712301113106,3.466521268295574,83.46894507296999,5.613394286683834,2.2666109947059883,0.9990199535817745,11.902960039552807,20.445334331843505,101.88251267538737,20.734596425604067,7.540025318858551,10.953639537294384,64.79571392151219,2.775571137382566,51.91838049547155,10.44170592524371,3.365762706458154,0.7312862155787808,0.9668138553073667,36.17667172447833,3.164869040001894,,11.003120220798927,4.892028573726239,1.1545152806607608,77.7574505123513,3.839056408044879,1.306477243790424,1.1342215578004178,3441.517225428488,0.7225274084172363,,,,6.537141082233584,0.863700248359624,0.138894188939887,71.29008849356643,,2.121047333755801,2.270154689350701,1.2342608518422034,,2.72483292192064,2.2014178864488168,,,,0.7605319951417949,0.0165647019000786,0.0009124480205436613,2.0028668359275275e-05,0.0012298062490111693,0.025560687857364428,0.00012903523725940413,0.00015974190889408968,3.155260104012017e-08,0.4231942648477168,0.08243724908815915,0.18510629921254684
Rv1618,8.224784428284307,50031.33647123443,24.61105580430404,26.437937375199652,68.34305965770123,8122.199379781647,2.7141854090610456,1.4536517519973806,2.7267082506540454,140.29933445295936,27.822873782464423,5.476118123911945,29.182391313073655,2.729258193440808,71.76009625192393,7.336233398836975,3.33562811360324,1.2316562763140415,6.766649211741091,17.909022621333722,80.83902146063771,14.302060156782888,5.923179106326106,13.911128170382549,47.78473554055746,3.902435854371334,53.14075754330502,7.3719844556433065,1.0909641450493097,0.24541068390760384,1.2211907495354535,34.85689765355842,2.076478876613337,,6.455527476670709,6.290130565125068,1.7203824298056682,81.25217108122975,3.6599151743591505,0.8334539521023674,1.1359221163089241,4097.559245259118,0.515538987944605,,,,7.905130578121587,0.521320511529677,0.3147000088675692,57.7470416332789,,2.0167482269194803,1.605601720918262,1.8420797214955742,,1.617290663771575,1.8538160556611785,,,,0.7552273731647859,0.016564701900079803,0.0007647966821439222,0.0009363316777112588,0.003252006578466292,0.03557893770823244,0.001547695997036868,0.0427864468116943,0.0026211759139792897,0.7566120241989528,-0.005428921564413724,0.0
Rv3826,7.4222515809604666,55281.459471075264,28.83900000330525,43.246554611589495,55.84843449554106,7852.55856979869,3.376127606026724,1.0952647391545434,2.5806221832512217,105.43869265027669,14.106985769682899,6.613438856672598,33.05020838595983,2.9492916234066264,70.88667670988731,8.381209878813612,2.5544042542379337,0.9647332957933284,2.607819503094411,22.45042941485783,107.1272704922793,31.76856063084199,7.73823449331746,10.437798354945194,108.0393647875945,1.5324486312188323,39.592749583612346,8.552335774285199,2.866963078628025,0.5647382035142023,0.9413163033574372,34.51391871918125,1.1174099786871963,,3.8556285530056043,4.775575190562507,1.4301678480470685,89.38643949204513,3.0794171959239716,1.0409709081248408,1.1258917125890797,5083.760738333303,0.2885923877776672,,,,8.336876299650235,1.2418588094270657,0.3024636821321089,54.44762755218152,,1.7629912924632722,2.156317390616145,1.3597176918581746,,2.1507287368092083,1.5985126579077902,,,,0.5483964142565186,0.016564701900079918,0.0013893218579037474,0.0009363316777112588,0.0025726217209044526,0.03688643664605157,0.001547695997036868,0.0427864468116943,0.0026211759139792897,0.7566120241989528,-0.0078083472381982825,0.005620586180690749
Rv1529,7.8987276680906655,53470.428182017065,22.455160373155227,39.39674628558413,44.600970936231654,8893.88675106828,4.289233302258969,0.875287815692408,2.7799255559509115,233.8777678603851,20.077988349444066,6.469207356736951,29.783980758169353,2.5416302243413846,34.08967980056778,8.180900526615778,3.9959466152145313,2.0844388632687685,12.86670351674685,16.926678163186924,106.58745736905166,16.484858628443405,6.155498300087695,22.44879480427653,84.24513155034207,2.508799149055994,25.888566039594345,7.566514098090075,4.057223897467602,0.20817569335842623,0.6687763255627229,43.38729570983538,2.044350477180707,,0.9009241972021332,9.6377807553645,1.6794579044242886,98.84337028849444,2.6068390844058436,1.2245180972495204,1.1772295563909154,4365.825802250525,0.859633181462222,,,,7.000670315293922,0.6588720391777037,0.12222267618496724,66.08795752668244,,1.6849453794866098,1.7115891462287105,1.4901055426758871,,2.5296321017573193,1.9949824039739317,,,,0.74091083027297,0.016564701900079918,0.0013893218579037474,0.0009363316777112588,0.0025726217209044526,0.03688643664605157,0.001547695997036868,0.0427864468116943,0.0026211759139792897,0.7566120241989528,-0.0078083472381982825,0.005620586180690749
Rv1185c,9.304822187259722,47295.64539448644,27.983585150759282,48.64068123164764,65.52321524470075,9127.710899873857,3.134895995613949,0.9001668853327227,3.112712997212844,133.94843942419746,66.5512604970223,5.015231772949725,45.333509559027426,2.340632642368166,53.119313862653165,6.223727891598704,3.3587917459981056,1.9808214925406649,16.01156919665971,19.116864309780993,100.76623575462102,33.33616678646997,6.4653277301403245,13.280343496069309,120.93206208073721,1.242734560227848,40.293094748438875,7.873384114232461,2.344037945706303,0.25110392527079356,1.5671587541860825,32.42363872660115,2.8871798859563467,,2.5354970754621333,6.165691747394189,2.572308222197809,81.85470824492637,3.9394932042004305,1.5063265532423047,1.345358418196654,4718.159222291633,0.908363215708563,,,,12.296487212785577,0.6616679864168412,0.23776527440689804,57.29229899413833,,1.6608907813457923,1.6664500286688957,1.5426388352442792,,2.8062846032148063,1.9317478747928831,,,,0.7123557583621659,0.016564701900080372,0.0013893218579037474,0.00018108408574517374,0.0025726217209044526,0.03688643664605157,0.0015011052020828326,0.04278604514635803,0.0018737755738597011,0.7556662591687041,-0.0078083472381982825,0.005620586180690749
Rv2590,9.681694254939039,49724.844308854335,24.79520080049805,24.192301203355004,71.80452273432367,10587.735680383663,5.280786249892602,0.6355455807561319,2.5816626015617787,120.99323133405552,70.1462106364785,9.214700020711417,20.869498854407624,4.159087879863814,52.69469606997639,11.0300734755485,2.3232904701347685,1.8837471684234441,33.21400521832018,14.738322716377363,122.54468424006042,15.22437527926455,6.122527297034831,11.007798733291635,124.46351280211302,3.1245059064527427,45.971959837745004,11.077590369764499,2.5356527448481354,0.2557272193828006,1.4042597407269866,40.38822282882271,1.4588624384026876,,16.6236088849321,5.252601143985576,2.040245655682235,108.16128413457703,3.9907925509787474,1.1431894881584013,1.4047440485202567,4760.452653561991,0.04130125282101158,,,,5.893616367792268,0.522533895173208,0.25314461434031743,51.80177672410554,,1.829736106869674,2.3953273076450228,1.5660363004453035,,3.4458190642676354,2.286013959625277,,,,0.6501923380141681,0.016564701900079918,0.0013893218579037474,0.00018108408574517374,0.0025726217209044526,0.03688643664605157,0.0015011052020828326,0.04278604514635803,0.0018737755738597011,0.7556662591687041,-0.0078083472381982825,0.005620586180690749
Rv0099,6.662687436778437,54712.933955340064,23.14516313597442,41.526817019445325,49.48568091393628,11201.67369466329,3.2794103108539403,1.5814925623105864,2.9482002945431858,60.023457746873966,24.609722662217933,6.569088938311707,40.29638105569108,3.508043571587944,42.68845477425166,8.1891471912186,2.2244547824812297,0.9303559122804743,16.47988801960028,16.262547619534633,144.1759495383665,26.831639475371947,6.3129101396611595,6.159252212741394,81.44189282104449,1.491137243549874,33.49741836637716,5.35543354547955,2.8102018986506985,0.5935481987303474,0.7121113415015407,47.2811166420525,1.4596598456446332,,9.344756697842731,2.841913649257382,1.2735954504669829,107.89511295544112,3.2680701335893803,1.0670858688041833,1.0154673765841555,3896.617477890715,0.6168367288089055,,,,3.298634078927003,1.0636738332522293,0.15416373952734969,77.72904232882391,,2.0336478665279394,2.134001784070651,1.7241173583615783,,2.889743126460813,1.49120603239149,,,,0.84419523535821,0.01656470190008001,0.0013893218579037474,0.00018108408574517374,0.0025726217209044526,0.03688643664605157,0.0015011052020828326,0.04278604514635803,0.0018737755738597011,0.7556662591687041,-0.0078083472381982825,0.005620586180690749
Rv2930,8.536310254675973,52729.20238648282,24.871611307258895,57.363899568380944,152.24132710859965,10468.760499011581,3.8339441590936265,2.9099497027866317,1.5490017657683102,177.07081542641694,36.28135629650235,9.726787245740693,42.551080460844396,3.0183748674995137,40.286485098110504,12.400814308669627,2.9310629299302455,1.4056176705006467,10.467629998806988,14.020415659179067,141.51531229483865,22.8767428810723,21.192970585115496,17.37270720782882,115.98248231421209,22.737476731726584,64.10549605730489,12.643396256391753,3.4725590842280627,0.8615931717010705,2.75287705825527,42.72403028872086,3.171594259509214,,0.9689716941436081,7.852780145277276,1.8746141297029233,124.51499608684468,7.319021311830654,0.9733573183064034,1.4761972341334055,7260.785168037405,1.37939596559863,,,,12.541678981219519,0.6672269383653044,0.2573233481248393,71.7253626391813,13.780240660731224,2.7438897739531933,1.8723890220128243,1.8140130791646434,,2.5628831288163116,1.758575504384727,,,,0.8209608307022137,0.016564701900079918,0.0013893218579037474,0.00018108408574517374,0.002550019876328024,0.03295351526000856,0.0015011052020828326,0.04278604514635803,0.0018737755738597011,0.7556662591687041,-0.0078083472381982825,0.005620586180690749
Rv3801c,21.795679698016706,49950.55465682854,29.676910993330544,84.54932647067926,63.879634440183466,10691.827491731714,2.9664728280385124,4.812832149405905,2.5326400917661274,198.09443679113974,30.151239864874206,5.514368672901475,72.06110063576703,3.459608359686905,27.08860776636627,6.553338089359706,3.6339509640899195,1.2534952357576234,44.88467441383905,16.464304419506725,119.14001867746322,22.832721824285766,5.773822484195152,19.755189569574235,91.3563591554012,12.458071705160362,30.22386733153427,36.51247558712498,2.3679468449836634,0.15899524139021162,1.0467040702579906,30.37427844706852,inf,,17.26252262000093,8.749197664925727,1.8243285616377578,79.03385873992609,5.966827445958195,1.881031748255111,1.1853850017435787,4018.7391884360813,inf,,,,10.43184408002588,0.6312964494479909,0.20286106576043936,inf,,5.88747027299259,1.6510501973119822,3.5041925311644246,,4.552413901761493,3.839258579078314,,,,0.7807760557125469,0.0,0.002116649880306967,0.08036635133007809,0.002550019876328024,0.04230876847639073,0.0015011052020828326,0.04278604514635803,0.0018737755738597011,0.7556662591687041,-0.0078083472381982825,0.005620586180690749
Rv1144,12.159541517774048,48451.3747444803,24.176333756036165,95.59235155520135,56.450311555012156,11245.37186079116,2.994525293377601,2.629613607370414,2.2270389008371425,129.65627222501772,24.19750805808943,7.019154374492122,73.6440593169141,4.124156033937134,38.75056687174586,8.906719228526452,2.606048393085897,1.9873331247463069,29.210198134493663,13.48202198279618,128.24527070107087,17.047589159106188,7.76794651107351,13.076283634170712,71.63355596403566,10.799748285250192,34.68640617521758,9.511167776599903,3.1572114308786268,0.5191525930762456,0.542225566246193,41.928763231435475,1.3496968808700331,,5.511795022096918,5.929602255780608,2.7754117151220647,139.35915231204265,8.463850125734734,1.488398323155728,1.3087959511326073,8500.985344665622,0.19152466001735252,,,,14.900288311375963,0.5862381289326716,0.26591372054542517,53.22414076588838,,1.8146281609261221,3.0615411747630557,1.3656470773470755,,3.0206635243359217,2.081233932320749,,,,0.8940854070574534,0.016564701900079918,0.0007449733738746572,0.000986582472644627,0.005000325732465954,0.03555280311599362,0.0015965970579951525,0.042906673409704575,0.003644130993164045,0.7637814369361507,0.0,0.002718791110658781
Rv0860,9.322308750822403,53250.680262419,22.228252436626875,190.53583213767868,70.52193585265104,12419.153080066342,3.7810858337228925,2.9481083048337164,1.6876467936539286,81.69218277461353,54.5145216178563,4.572350195989921,166.55989380259712,2.345129932331982,45.10611882676789,5.532514208442147,4.431910608174441,1.3281982713973122,11.184979783455077,23.465779828357938,103.40180914080001,20.503468477728532,5.008516614281346,7.605495444699746,103.33661866411994,9.209917186052124,44.67202492422551,8.528006564285464,5.87996271859399,0.28240508280067245,1.429540129838362,50.61983296309354,2.6888043354090008,,7.579188969946117,3.7242747170148314,1.6961412960835687,145.05168282052003,9.14338307306209,2.050065521894699,1.2579882138120941,8568.674989792888,0.6872176944207439,,,,8.869167328456816,0.35978875371519714,0.3035357704699207,65.55557384321783,,2.139147325825134,2.7601717187863053,1.7180133451250694,,4.992370238297373,2.2396763961556325,,,,1.0539123642272885,0.016564701900080088,0.0007449733738746572,0.000986582472644627,0.005000325732465954,0.03555280311599362,0.0015965970579951525,0.042906673409704575,0.003644130993164045,0.7637814369361507,0.0,0.002718791110658781
Rv0468,9.45452703074058,51582.550683438814,26.844405887792174,133.36577029154816,80.21221809306589,10873.273583062857,3.345281504719473,2.8075449638583363,2.122529800402762,102.97755644115692,37.00184771771197,5.663727787017026,112.91711449393533,3.9140970911216626,42.386725208798026,7.098228858884093,2.7767461874832113,1.4934165305251283,19.547493002811013,14.252606316446666,120.94919261907077,24.671472683690432,6.4563794675459265,9.767830191200979,118.83857754225276,10.951937765710714,55.13165925050266,8.257559442027084,3.0399713395088606,0.3302645764752829,0.5151919762305883,35.17021469063467,3.242390127639333,,3.8337552323078956,4.154955049268362,1.896695719750132,149.49903104582646,9.301327175433354,1.3692399434492761,1.474193117233026,8515.81937894924,0.8097005058149154,,,,19.88413293413423,0.6379188785507378,0.19768447393388572,62.57988008308519,,2.0774289526701133,3.361256014518022,1.3184407043156001,,3.325701099285295,1.7869217161239737,,,,0.8259735977027766,0.016564701900080366,0.0012568775960178275,0.000986582472644627,0.005415136056456748,0.03688643664605157,0.0015965970579951525,0.042906673409704575,0.003644130993164045,0.7637814369361507,0.0,0.005620586180691112
Rv0859,10.162519280317184,55121.06642168871,39.55814895969972,126.44210635136179,48.793719107826696,15426.323995622293,3.4539705814782047,2.9227862298279583,2.037258871716136,170.531993427871,59.217016791398464,6.595779439552323,107.33590704005317,4.409497669222411,54.15563693357986,8.433223378427146,4.176627119165828,1.718229072932943,12.59833160130461,29.081063626601406,151.06215393083474,25.868352722875812,8.340262156640707,16.748391193271093,73.08551968791677,10.401189119944398,40.24205241287103,9.049447608925556,2.7615260064133356,0.2556627951758427,1.365278338565494,53.46437437394908,2.03498591003678,,10.398849228902623,7.644423047279051,1.9610878783898755,158.72324133929416,8.37691623695156,2.7257883373270038,1.4678166920889408,9606.738776228176,0.46837502334611825,,,,15.200865530401948,0.9468663690040494,0.3660116409481491,46.160685453706165,,2.573828097810313,2.987204076424948,1.730614166382662,,5.546093812923797,1.935619864277115,,,,0.8910059177227035,0.016564701900080088,0.0012568775960178275,0.000986582472644627,0.005415136056456748,0.03688643664605157,0.0015965970579951525,0.042906673409704575,0.003644130993164045,0.7637814369361507,0.0,0.005620586180691112
Rv1484,14.307629284429238,45245.58689165552,20.09766241705506,38.27737886549999,64.73205145907566,18395.749168077185,4.531222457536848,5.47662507633423,2.5107266421602676,39.66025837879795,32.98174900860021,5.694512570575007,32.82548219578197,2.3255572092171266,53.6630550076319,7.114088591665194,2.8329659371459153,1.3888974975194828,62.88934548297335,26.592481199626786,96.60728638933477,22.906431122323344,13.587111263886285,4.097720596702148,86.84762387125178,11.227318640525002,29.853051990061864,18.841939879868043,2.6344245861114564,0.2935886257401825,0.8233403247560372,43.84709920965042,inf,,20.799221353698226,2.220141862709542,1.362896621333318,229.17247366686138,8.444286685996357,7.802354792661646,0.745547172422608,41037.42059766936,inf,,,,20.057823286824068,0.8535601783802111,0.2761411560499093,inf,,2.2049029316812363,2.2407870294446934,2.8932500886428842,,7.995549470486411,3.27952295270688,,,,0.6687865521549502,0.0,0.0016718697121897498,0.044031683844334424,0.016677502256860655,0.04249113664072232,0.001493312648588227,0.04220174131458332,0.002628956454066808,0.740395599920347,0.0,0.016100486214303284
Rv2524c,9.702764077540454,42236.23123350704,22.658434106650912,60.468109953285335,74.89184277415434,23114.91994362805,3.5244508135876096,4.723024317486725,2.2777066710119804,69.86172001944992,15.733676997017449,2.9649249459236553,53.5121348458207,3.340741033021864,41.79390771036899,4.157343167592308,3.439236933239319,1.4227489631446748,10.163362132467704,14.100826399292899,170.99898413199406,11.557691973752327,8.92662857010928,7.282855487312696,89.33701379884856,10.677350780211668,42.51126282918937,19.885814253143224,2.3978697466841092,0.46913139683707245,1.675901050469836,72.75776054050621,inf,,21.689480486073656,3.26335127389976,1.2903712291116036,236.35167407074402,9.104886146983285,7.638649800012306,1.3695863127960837,39970.60744091388,inf,,,,25.87434223033082,0.5686759671243776,0.30948709415911935,inf,,2.1080573759891523,2.605998457274096,3.09267789086777,,8.419785215149664,3.0325120181346925,,,,0.675763511905919,0.0,0.0016718697121897498,0.044031683844334424,0.016677502256860655,0.04249113664072232,0.001493312648588227,0.04220174131458332,0.002628956454066808,0.740395599920347,0.0,0.016100486214303284
Rv2947c,12.619508372734858,44671.48762741639,27.7973242627929,20.094309399260172,57.60894964116796,17795.672281516636,2.6985568523450962,5.3165648514138635,3.233343662198092,158.80764300099318,72.2373173248329,11.221160851032117,24.883353292057002,2.475168520614474,27.94564432681405,14.107846384077934,4.459202184846652,1.0840424475437433,24.5957414704617,18.593838295255775,105.3418144870844,20.739321761264872,10.922003939119723,15.669796954564376,74.18500462584917,9.340312619928154,21.702968279480096,17.78064785294308,3.6611248754940604,0.7619532369526676,0.9079476898334896,43.571724761535286,inf,,24.261241767011235,7.331302940665735,1.284040930705791,224.2466465491226,9.71260417238385,7.764889832703267,1.183664734405631,39607.02456439688,inf,,,,21.90283726857479,0.4647681492380882,0.16374641048148797,inf,,1.8704283768013366,2.0119284478527386,2.245443614143069,,7.982874379695773,3.3699357765246267,,,,0.7716310582612286,0.0,0.0016718697121897498,0.044031683844334424,0.016677502256860655,0.04249113664072232,0.001493312648588227,0.04220174131458332,0.002628956454066808,0.740395599920347,0.0,0.016100486214303284
Rv1350,10.075050947509839,48696.86594024982,27.757476586890654,69.70063501640547,150.9530229680179,17809.006191701625,3.8371755967131023,5.031721816517327,2.1265238396679185,162.2298520582421,69.41344694062384,13.005341469020447,63.91235074448015,2.7408899781231653,54.21868719358721,16.28270998491925,4.3096126754779105,1.2303239011531049,20.129448653100727,16.825406307444414,93.66864147172906,19.198265752760175,15.318755026771832,15.49883704235675,80.4656202530717,10.14223544549135,76.30951081340169,15.946314701571536,4.130859488178274,0.7388272796514157,2.195137248781121,39.888970964408365,inf,,19.388211544165525,6.773833618018748,1.229468240701755,210.83728446309635,9.768052826988606,7.371885343385069,1.0936018321160441,40965.48070374871,inf,,,,23.524733495892836,0.7370873355024139,0.18290500761707026,inf,,1.8230309922646093,1.716888680859694,2.226777081647333,,8.031685883931798,2.7354722692547453,,,,0.7012839840259676,0.0,0.0016718697121897498,0.044031683844334424,0.016677502256860655,0.04249113664072232,0.001493312648588227,0.04220174131458332,0.002628956454066808,0.740395599920347,0.0,0.016100486214303284
Rv0533c,8.847686945147517,52688.12359553198,23.418283002544158,32.12460389720015,28.126246602743095,7485.845188781207,3.0370471722578167,1.2759521245932228,3.7189954051995993,64.10116380569055,21.50047966756202,3.9049239042977315,33.38623545599712,3.1861422955550633,79.08967132215187,4.788939902399971,2.715781026677118,1.5705605683735135,25.22620487848135,20.067151851721647,150.50663885467898,12.697509256005818,5.4992746979984775,6.22835766625901,67.69943630112019,4.9597862694271635,20.372493255139396,8.678124805736925,1.3785145773161824,0.1626527434386945,1.484843658380576,37.93761939978616,2.2197304383275527,,17.01005661490411,2.85059109355971,1.975587844305563,83.28742001835118,4.836185163599726,0.6305163558536285,1.4245268816422165,2991.4708345944105,0.33986627089081395,,,,16.271827637306895,0.9891927237948239,0.26723973485305197,68.8513254314047,,2.7830633393704076,1.6598723544562013,1.994326489431055,,2.3966151960425965,2.014514739961287,,,,0.5130738441209134,0.01656470190007899,0.000994302926670245,0.00013384494062364052,0.002168447559067251,0.03657553824178551,0.0013950978138306852,0.04213460579949583,0.0010754391039107436,0.7332116523165111,0.00908500848884004,0.014469246487476942
Rv1662,9.310508765959844,53947.45466418434,34.80399306367255,17.906668729432248,75.79773508860869,9723.1857452875,4.380100464084348,1.4595133557696345,2.137171801511133,150.17543039446846,31.9510857516422,10.351453157456456,15.726338532715298,3.2022558844275544,42.4637413228548,12.511598966602724,3.6529966552052016,1.7095117598267084,4.756366119999581,19.35475339915143,100.63399905016614,31.819863117380187,6.228299346444262,14.94648130664117,86.66467063340419,4.6971122317622855,47.49555838990639,8.275931135714314,3.5861673708716357,0.5151530794065431,0.9944115115244317,47.69231328689859,3.1507123148643,,0.6434903170374808,6.653429443783267,1.553761620709415,98.17286796407593,3.4925343082709253,1.7904594527564712,1.826626192880141,3090.8474322002116,1.1592036994346318,,,,7.688579560134236,0.7728864662838103,0.34954619458602026,89.23220145595786,,1.2580838713471234,1.820847988556598,2.1548777599427673,,3.307575931089239,2.215474094193792,,,,0.7416534281913436,0.01656470190007906,0.002081494262362484,0.07998643939005207,0.00203017745107033,0.04249223996226512,0.001403778095110401,0.04217896494492329,0.001146802978064908,0.7345480040522033,1.850608496276928e-05,0.0026050809737198813
Rv1663,8.695400328417229,51855.959771166294,24.468508627217197,26.64343987280205,65.99710947264896,9912.863850802421,4.2157404586412754,0.9556560180257168,2.579642841313039,109.91882421477635,15.387906074489052,8.732664348649136,27.78236951255432,2.661889471730971,51.57092527888095,11.060868062283308,3.247353678471783,1.3100257914782363,27.88279052145661,16.358260687016426,125.33361916415666,29.87838275922742,5.271732160158705,11.192024946592277,77.17223686495336,2.6489926170505047,40.178687634326124,6.544690518773515,2.5722948962776964,0.41881529313668825,0.7667098847941443,38.007308591200086,2.273819848491639,,5.904981997751158,5.144913484602299,2.247764402519991,83.80049628442366,5.125180845472764,1.062146129943409,0.8342738383626767,4234.840190461148,0.47163887313688696,,,,5.763310052964623,1.0288480980174477,0.2732407188159151,70.42941333270691,,2.5340053087745575,2.2944160889673153,1.6444765117864073,,1.881049502337904,1.9398269772004901,,,,0.8040240525938889,0.016564701900080088,0.002081494262362484,0.07998643939005207,0.00203017745107033,0.04249223996226512,0.001403778095110401,0.04217896494492329,0.001146802978064908,0.7345480040522033,1.850608496276928e-05,0.0026050809737198813
Rv2940c,11.78242615068549,51767.17067446166,24.17160691835211,138.4566362204802,96.63074650121486,14194.342549062485,4.379987880083912,2.6183520667139413,2.773196370360828,104.12239577423914,26.15327538108889,6.5960433795596645,133.90859442524788,3.8123755993641395,67.35354435461144,8.665627372827316,2.8053315155294127,0.9040952419295455,21.698518941914255,20.26400980806881,112.93626750812263,32.128408347089014,7.502676688962638,10.461660710658668,58.69732284253939,10.360674973586885,66.53628910585999,35.32538718446131,4.1833687350541995,0.08690587742731677,1.2339915724109285,46.6718838860101,inf,,24.804614615637696,4.776251426055536,0.7717910648638103,152.46711993471067,11.179085492226474,2.2145096577544123,1.5721403799767892,7552.637491150363,inf,,,,12.957286401499507,0.6846162471238816,0.3448894081311312,inf,,6.080618300882245,2.434406224635308,2.9493000250231054,,2.6401925766979875,2.953507432729522,,,,0.5506955747098978,0.0,0.002081494262362484,0.07998643939005207,0.0013973258029305335,0.04212773652624589,0.0014002272166124805,0.04213735242475366,0.001129932115528,0.7336565622997128,0.0,0.0013717138731902927
